section,female,male,period
0-9,"{'amount': 1371, 'percentage': 1.4}","{'amount': 1309, 'percentage': 1.3}",3 חודשים
0-9,"{'amount': 11203, 'percentage': 3.2}","{'amount': 12538, 'percentage': 3.6}",6 חודשים
0-9,"{'amount': 365094, 'percentage': 7.7}","{'amount': 443028, 'percentage': 9.4}",מתחילת קורונה
0-9,"{'amount': 463, 'percentage': 1.2}","{'amount': 501, 'percentage': 1.3}",חודש אחרון
0-9,"{'amount': 236507, 'percentage': 7.1}","{'amount': 298096, 'percentage': 8.9}",שנה
10-19,"{'amount': 4172, 'percentage': 4.2}","{'amount': 2940, 'percentage': 3}",3 חודשים
10-19,"{'amount': 434826, 'percentage': 9.2}","{'amount': 442441, 'percentage': 9.4}",מתחילת קורונה
10-19,"{'amount': 1648, 'percentage': 4.1}","{'amount': 1251, 'percentage': 3.1}",חודש אחרון
10-19,"{'amount': 288634, 'percentage': 8.7}","{'amount': 288102, 'percentage': 8.6}",שנה
10-19,"{'amount': 13138, 'percentage': 3.7}","{'amount': 10948, 'percentage': 3.1}",6 חודשים
20-29,"{'amount': 21881, 'percentage': 6.2}","{'amount': 15175, 'percentage': 4.3}",6 חודשים
20-29,"{'amount': 6495, 'percentage': 6.5}","{'amount': 4103, 'percentage': 4.1}",3 חודשים
20-29,"{'amount': 262454, 'percentage': 7.9}","{'amount': 170794, 'percentage': 5.1}",שנה
20-29,"{'amount': 2688, 'percentage': 6.8}","{'amount': 1906, 'percentage': 4.8}",חודש אחרון
20-29,"{'amount': 388427, 'percentage': 8.2}","{'amount': 273341, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 6825, 'percentage': 6.9}","{'amount': 4733, 'percentage': 4.8}",3 חודשים
30-39,"{'amount': 25824, 'percentage': 7.3}","{'amount': 18563, 'percentage': 5.3}",6 חודשים
30-39,"{'amount': 396056, 'percentage': 8.4}","{'amount': 274437, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 2811, 'percentage': 7.1}","{'amount': 2059, 'percentage': 5.2}",חודש אחרון
30-39,"{'amount': 288664, 'percentage': 8.7}","{'amount': 190528, 'percentage': 5.7}",שנה
40-49,"{'amount': 8182, 'percentage': 8.2}","{'amount': 4781, 'percentage': 4.8}",3 חודשים
40-49,"{'amount': 271032, 'percentage': 8.1}","{'amount': 179282, 'percentage': 5.4}",שנה
40-49,"{'amount': 27423, 'percentage': 7.8}","{'amount': 18125, 'percentage': 5.2}",6 חודשים
40-49,"{'amount': 3215, 'percentage': 8.1}","{'amount': 2066, 'percentage': 5.2}",חודש אחרון
40-49,"{'amount': 358628, 'percentage': 7.6}","{'amount': 249088, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 8615, 'percentage': 8.7}","{'amount': 4883, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 255298, 'percentage': 5.4}","{'amount': 176758, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 3375, 'percentage': 8.5}","{'amount': 2026, 'percentage': 5.1}",חודש אחרון
50-59,"{'amount': 198106, 'percentage': 5.9}","{'amount': 129500, 'percentage': 3.9}",שנה
50-59,"{'amount': 28064, 'percentage': 8}","{'amount': 17159, 'percentage': 4.9}",6 חודשים
60-69,"{'amount': 8934, 'percentage': 9}","{'amount': 6275, 'percentage': 6.3}",3 חודשים
60-69,"{'amount': 153936, 'percentage': 4.6}","{'amount': 108151, 'percentage': 3.2}",שנה
60-69,"{'amount': 30277, 'percentage': 8.6}","{'amount': 21102, 'percentage': 6}",6 חודשים
60-69,"{'amount': 3342, 'percentage': 8.4}","{'amount': 2458, 'percentage': 6.2}",חודש אחרון
60-69,"{'amount': 189037, 'percentage': 4}","{'amount': 139899, 'percentage': 3}",מתחילת קורונה
70-79,"{'amount': 8397, 'percentage': 8.5}","{'amount': 6781, 'percentage': 6.8}",3 חודשים
70-79,"{'amount': 117260, 'percentage': 2.5}","{'amount': 96350, 'percentage': 2}",מתחילת קורונה
70-79,"{'amount': 3076, 'percentage': 7.7}","{'amount': 2572, 'percentage': 6.5}",חודש אחרון
70-79,"{'amount': 99294, 'percentage': 3}","{'amount': 80105, 'percentage': 2.4}",שנה
70-79,"{'amount': 27611, 'percentage': 7.9}","{'amount': 21647, 'percentage': 6.2}",6 חודשים
80-89,"{'amount': 4714, 'percentage': 4.8}","{'amount': 3352, 'percentage': 3.4}",3 חודשים
80-89,"{'amount': 53107, 'percentage': 1.1}","{'amount': 38718, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 1879, 'percentage': 4.7}","{'amount': 1370, 'percentage': 3.4}",חודש אחרון
80-89,"{'amount': 43002, 'percentage': 1.3}","{'amount': 31453, 'percentage': 0.9}",שנה
80-89,"{'amount': 14242, 'percentage': 4.1}","{'amount': 10044, 'percentage': 2.9}",6 חודשים
90+,"{'amount': 1487, 'percentage': 1.5}","{'amount': 844, 'percentage': 0.9}",3 חודשים
90+,"{'amount': 12336, 'percentage': 0.4}","{'amount': 6656, 'percentage': 0.2}",שנה
90+,"{'amount': 4309, 'percentage': 1.2}","{'amount': 2286, 'percentage': 0.7}",6 חודשים
90+,"{'amount': 15976, 'percentage': 0.3}","{'amount': 8436, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 656, 'percentage': 1.7}","{'amount': 368, 'percentage': 0.9}",חודש אחרון
