cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
ABU GHOSH,קטן מ-15,אין מידע,25,31.80,7.73,אדום,7862
ABU SINAN,קטן מ-15,אין מידע,31,21.67,7.4,כתום,14306
AFULA,קטן מ-15,אין מידע,52,9.15,7.72,אדום,56844
AKKO,17,20.48,83,16.76,7.04,כתום,49517
ALFE MENASHE,קטן מ-15,אין מידע,22,27.46,8.1,אדום,8011
ARAD,קטן מ-15,אין מידע,36,13.25,8.19,אדום,27170
ARI'EL,קטן מ-15,אין מידע,23,11.23,7.43,כתום,20488
ASHDOD,59,15.17,389,17.19,7.77,אדום,226329
ASHQELON,47,19.42,242,16.53,6.91,כתום,146442
ATLIT,קטן מ-15,אין מידע,16,16.47,6.32,כתום,9716
AZOR,קטן מ-15,אין מידע,28,21.17,7.02,כתום,13228
BAT YAM,33,14.54,227,17.77,7.25,כתום,127772
BE'ER SHEVA,51,12.23,417,19.80,6.68,כתום,210624
BE'ER YA'AQOV,קטן מ-15,אין מידע,45,15.62,6.71,כתום,28818
BENE BERAQ,קטן מ-15,אין מידע,42,2.02,3.82,ירוק,208031
BET SHE'AN,קטן מ-15,אין מידע,21,11.06,6.24,כתום,18980
BET SHEMESH,קטן מ-15,אין מידע,62,4.69,5.6,צהוב,132210
BINYAMINA-GIV'AT ADA,קטן מ-15,אין מידע,24,15.03,7.26,כתום,15971
DIMONA,קטן מ-15,אין מידע,57,16.31,6.43,כתום,34954
ELAT,קטן מ-15,אין מידע,84,16.00,7.77,אדום,52507
EVEN YEHUDA,קטן מ-15,אין מידע,46,32.77,7.98,אדום,14036
GAN YAVNE,קטן מ-15,אין מידע,47,19.68,8.47,אדום,23887
GANNE TIQWA,קטן מ-15,אין מידע,74,34.41,7.19,כתום,21508
GEDERA,16,20.78,77,26.73,7.07,כתום,28805
GIV'AT AVNI,קטן מ-15,אין מידע,16,76.92,6.78,כתום,2080
GIV'AT SHEMU'EL,קטן מ-15,אין מידע,85,31.21,8.8,אדום,27236
GIV'ATAYIM,17,13.49,126,20.70,8.22,אדום,60872
HADERA,16,10.06,159,16.07,6.83,כתום,98928
HAIFA,81,11.77,688,24.14,7.31,כתום,284981
HARISH,קטן מ-15,אין מידע,17,8.67,6.17,כתום,19608
HERZLIYYA,35,12.28,285,28.73,7.94,אדום,99208
HOD HASHARON,17,10.56,161,24.86,7.41,כתום,64755
HOLON,53,13.45,394,20.05,7.57,אדום,196510
I'BILLIN,קטן מ-15,אין מידע,25,18.50,8.98,אדום,13515
JALJULYE,קטן מ-15,אין מידע,23,22.34,9.65,אדום,10295
JERUSALEM,118,10.86,1087,11.41,5.54,צהוב,952916
KAFAR YASIF,קטן מ-15,אין מידע,18,17.56,7.55,אדום,10249
KARMI'EL,קטן מ-15,אין מידע,107,23.17,8.34,אדום,46190
KEFAR SAVA,50,13.62,367,36.10,7.61,אדום,101664
KEFAR TAVOR,קטן מ-15,אין מידע,16,36.36,9.64,אדום,4401
KEFAR YONA,קטן מ-15,אין מידע,47,17.98,7.51,אדום,26140
KOKHAV YA'IR,קטן מ-15,אין מידע,28,32.04,9.35,אדום,8738
LEHAVIM,קטן מ-15,אין מידע,35,52.70,9.79,אדום,6641
LOD,18,21.69,83,10.27,6.48,כתום,80786
MA'ALE ADUMMIM,קטן מ-15,אין מידע,67,17.72,8.56,אדום,37802
MA'ALOT-TARSHIHA,קטן מ-15,אין מידע,27,12.19,6.8,כתום,22158
MAZKERET BATYA,קטן מ-15,אין מידע,41,27.16,9.82,אדום,15095
METAR,קטן מ-15,אין מידע,35,35.13,9.51,אדום,9963
MEVASSERET ZIYYON,קטן מ-15,אין מידע,87,35.73,7.33,כתום,24347
MIGDAL HAEMEQ,קטן מ-15,אין מידע,28,10.86,8.26,אדום,25790
MODI'IN-MAKKABBIM-RE'UT,56,22.13,253,26.70,9.72,אדום,94744
MUGHAR,קטן מ-15,אין מידע,18,7.73,4.16,ירוק,23271
NAHARIYYA,19,11.18,170,28.72,9.06,אדום,59189
NAZARETH,קטן מ-15,אין מידע,49,6.30,3.27,ירוק,77734
NES ZIYYONA,26,21.85,119,23.55,7.31,כתום,50532
NESHER,קטן מ-15,אין מידע,49,20.46,7.75,אדום,23947
NETANYA,39,13.22,295,13.20,6.21,כתום,223562
NETIVOT,קטן מ-15,אין מידע,19,4.82,3.87,ירוק,39456
Nof Hagalil,קטן מ-15,אין מידע,89,21.22,6.01,כתום,41950
OFAQIM,קטן מ-15,אין מידע,30,9.27,6.12,כתום,32378
OMER,קטן מ-15,אין מידע,23,30.39,7.05,כתום,7569
OR AQIVA,קטן מ-15,אין מידע,37,19.06,7.02,כתום,19417
OR YEHUDA,קטן מ-15,אין מידע,40,10.93,7.15,כתום,36587
ORANIT,קטן מ-15,אין מידע,27,29.97,9.03,אדום,9010
PARDES HANNA-KARKUR,קטן מ-15,אין מידע,71,16.27,6.43,כתום,43646
PETAH TIQWA,69,13.83,499,19.93,7.95,אדום,250427
QADIMA-ZORAN,קטן מ-15,אין מידע,46,20.25,7.79,אדום,22711
QIRYAT ATTA,21,18.42,114,19.23,8.06,אדום,59291
QIRYAT BIALIK,קטן מ-15,אין מידע,101,24.25,7.37,כתום,41645
QIRYAT EQRON,קטן מ-15,אין מידע,20,18.13,7.49,כתום,11034
QIRYAT GAT,קטן מ-15,אין מידע,67,11.44,5.98,צהוב,58550
QIRYAT MAL'AKHI,קטן מ-15,אין מידע,28,11.50,5.27,צהוב,24346
QIRYAT MOTZKIN,קטן מ-15,אין מידע,104,22.88,8.32,אדום,45461
QIRYAT ONO,21,15.11,139,34.09,8.15,אדום,40778
QIRYAT SHEMONA,קטן מ-15,אין מידע,26,11.57,8.08,אדום,22470
QIRYAT TIV'ON,קטן מ-15,אין מידע,40,21.90,7.81,אדום,18266
QIRYAT YAM,קטן מ-15,אין מידע,72,18.28,6.7,כתום,39389
RA'ANNANA,26,12.32,211,27.42,7.41,כתום,76958
RAMAT GAN,62,14.90,416,24.95,7.44,כתום,166746
RAMAT HASHARON,קטן מ-15,אין מידע,129,27.17,8.08,אדום,47482
RAMAT YISHAY,0,0,20,25.33,9.81,אדום,7896
RAMLA,קטן מ-15,אין מידע,103,13.39,5.95,צהוב,76903
REHOVOT,64,19.94,321,21.95,8.57,אדום,146213
RISHON LEZIYYON,66,10.39,635,24.82,7.62,אדום,255891
ROSH HAAYIN,קטן מ-15,אין מידע,100,14.85,7.06,כתום,67337
SEDEROT,קטן מ-15,אין מידע,25,8.65,4.79,צהוב,28899
SHEFAR'AM,קטן מ-15,אין מידע,39,9.20,7.44,כתום,42400
SHOHAM,קטן מ-15,אין מידע,71,33.76,8.93,אדום,21029
TAYIBE,קטן מ-15,אין מידע,29,6.50,4.26,ירוק,44582
TEL AVIV - YAFO,105,8.83,1189,23.73,7.38,כתום,501015
TEL MOND,קטן מ-15,אין מידע,20,14.86,6,כתום,13461
TEL SHEVA,קטן מ-15,אין מידע,19,8.82,4.16,ירוק,21531
TIBERIAS,קטן מ-15,אין מידע,100,21.89,6.27,כתום,45686
TIRAT KARMEL,קטן מ-15,אין מידע,51,21.00,8.51,אדום,24285
TIRE,קטן מ-15,אין מידע,25,9.27,3.64,ירוק,26972
UMM AL-FAHM,קטן מ-15,אין מידע,16,2.82,2.01,ירוק,56713
YAVNE,19,20.65,92,18.49,7.97,אדום,49759
YEHUD,קטן מ-15,אין מידע,62,20.66,7.48,כתום,30003
YEROHAM,קטן מ-15,אין מידע,22,20.60,9.5,אדום,10680
YOQNE'AM ILLIT,קטן מ-15,אין מידע,68,28.26,9.6,אדום,24061
ZEFAT,קטן מ-15,אין מידע,32,8.79,7.11,כתום,36423
ZIKHRON YA'AQOV,קטן מ-15,אין מידע,68,28.93,9.69,אדום,23503
ZUR HADASSA,קטן מ-15,אין מידע,16,13.82,7.76,אדום,11575
ZUR YIZHAQ,קטן מ-15,אין מידע,16,24.30,9.66,אדום,6585
