section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 0.6}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 3, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.3}",6 חודשים,3
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 10, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 15, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.6}",חודש אחרון,5
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.7}",3 חודשים,4
10-19,"{'amount': 3, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.5}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 8, 'percentage': 0.8}","{'amount': 11, 'percentage': 1.1}",6 חודשים,3
20-29,"{'amount': 5, 'percentage': 0.8}","{'amount': 3, 'percentage': 0.5}",3 חודשים,4
20-29,"{'amount': 5, 'percentage': 1}","{'amount': 2, 'percentage': 0.4}",חודש אחרון,5
20-29,"{'amount': 42, 'percentage': 1}","{'amount': 32, 'percentage': 0.7}",מתחילת קורונה,1
20-29,"{'amount': 33, 'percentage': 0.9}","{'amount': 30, 'percentage': 0.9}",שנה,2
30-39,"{'amount': 67, 'percentage': 1.9}","{'amount': 52, 'percentage': 1.5}",שנה,2
30-39,"{'amount': 31, 'percentage': 3.2}","{'amount': 21, 'percentage': 2.2}",6 חודשים,3
30-39,"{'amount': 11, 'percentage': 1.9}","{'amount': 13, 'percentage': 2.2}",3 חודשים,4
30-39,"{'amount': 10, 'percentage': 2.1}","{'amount': 12, 'percentage': 2.5}",חודש אחרון,5
30-39,"{'amount': 76, 'percentage': 1.8}","{'amount': 71, 'percentage': 1.7}",מתחילת קורונה,1
40-49,"{'amount': 87, 'percentage': 2.5}","{'amount': 161, 'percentage': 4.6}",שנה,2
40-49,"{'amount': 27, 'percentage': 2.8}","{'amount': 59, 'percentage': 6.1}",6 חודשים,3
40-49,"{'amount': 17, 'percentage': 2.9}","{'amount': 34, 'percentage': 5.8}",3 חודשים,4
40-49,"{'amount': 16, 'percentage': 3.3}","{'amount': 28, 'percentage': 5.9}",חודש אחרון,5
40-49,"{'amount': 102, 'percentage': 2.4}","{'amount': 187, 'percentage': 4.4}",מתחילת קורונה,1
50-59,"{'amount': 59, 'percentage': 6.1}","{'amount': 98, 'percentage': 10.1}",6 חודשים,3
50-59,"{'amount': 29, 'percentage': 4.9}","{'amount': 43, 'percentage': 7.3}",3 חודשים,4
50-59,"{'amount': 149, 'percentage': 4.3}","{'amount': 329, 'percentage': 9.4}",שנה,2
50-59,"{'amount': 176, 'percentage': 4.1}","{'amount': 397, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 25, 'percentage': 5.2}","{'amount': 39, 'percentage': 8.2}",חודש אחרון,5
60-69,"{'amount': 62, 'percentage': 10.5}","{'amount': 83, 'percentage': 14.1}",3 חודשים,4
60-69,"{'amount': 100, 'percentage': 10.3}","{'amount': 130, 'percentage': 13.4}",6 חודשים,3
60-69,"{'amount': 51, 'percentage': 10.7}","{'amount': 67, 'percentage': 14}",חודש אחרון,5
60-69,"{'amount': 344, 'percentage': 8}","{'amount': 709, 'percentage': 16.5}",מתחילת קורונה,1
60-69,"{'amount': 295, 'percentage': 8.4}","{'amount': 581, 'percentage': 16.6}",שנה,2
70-79,"{'amount': 37, 'percentage': 7.7}","{'amount': 72, 'percentage': 15.1}",חודש אחרון,5
70-79,"{'amount': 49, 'percentage': 8.3}","{'amount': 96, 'percentage': 16.3}",3 חודשים,4
70-79,"{'amount': 94, 'percentage': 9.7}","{'amount': 133, 'percentage': 13.7}",6 חודשים,3
70-79,"{'amount': 329, 'percentage': 9.4}","{'amount': 616, 'percentage': 17.6}",שנה,2
70-79,"{'amount': 394, 'percentage': 9.2}","{'amount': 770, 'percentage': 18}",מתחילת קורונה,1
80-89,"{'amount': 51, 'percentage': 8.6}","{'amount': 63, 'percentage': 10.7}",3 חודשים,4
80-89,"{'amount': 248, 'percentage': 7.1}","{'amount': 358, 'percentage': 10.2}",שנה,2
80-89,"{'amount': 67, 'percentage': 6.9}","{'amount': 91, 'percentage': 9.4}",6 חודשים,3
80-89,"{'amount': 38, 'percentage': 7.9}","{'amount': 52, 'percentage': 10.9}",חודש אחרון,5
80-89,"{'amount': 316, 'percentage': 7.4}","{'amount': 454, 'percentage': 10.6}",מתחילת קורונה,1
90+,"{'amount': 83, 'percentage': 1.9}","{'amount': 91, 'percentage': 2.1}",מתחילת קורונה,1
90+,"{'amount': 10, 'percentage': 2.1}","{'amount': 7, 'percentage': 1.5}",חודש אחרון,5
90+,"{'amount': 11, 'percentage': 1.9}","{'amount': 11, 'percentage': 1.9}",3 חודשים,4
90+,"{'amount': 15, 'percentage': 1.5}","{'amount': 15, 'percentage': 1.5}",6 חודשים,3
90+,"{'amount': 63, 'percentage': 1.8}","{'amount': 70, 'percentage': 2}",שנה,2
