name,coronaOccupancy,normalOccupancy,isolatedTeam
סורוקה,30,,0
סוראסקי,28.999999999999996,,0
שיבא,27,,0
הכרמל,26,,0
קפלן,18,,0
המרכזי בעמק,17,,0
הלל יפה,16,,0
וולפסון,15,,0
נהריה,15,,0
פוריה,15,,0
זיו צפת,14.000000000000002,,0
שניידר,14.000000000000002,,0
הסקוטי,13,,0
"רמב""ם",11,,0
שמיר,11,,0
אסותא אשדוד,10,,0
בני ציון,9,,0
רבין ק. בילינסון,9,,0
מאיר,9,,0
הדסה עין כרם,9,,0
המשפחה הקדושה,9,,0
שערי צדק,9,,0
לניאדו,9,,0
ברזילי,8,,0
הדסה הר הצופים,7.000000000000001,,0
סנט ג'וזף,4,,0
רבין ק. השרון,3,,0
יוספטל,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
אוגוסטה ויקטוריה,0,,0
מעייני הישועה,0,,0
