section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.5}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 4, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.4}",3 חודשים,4
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 9, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.5}",חודש אחרון,5
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.4}",3 חודשים,4
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 10, 'percentage': 1}","{'amount': 17, 'percentage': 1.7}",6 חודשים,3
20-29,"{'amount': 1, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.8}",3 חודשים,4
20-29,"{'amount': 1, 'percentage': 0.5}","{'amount': 1, 'percentage': 0.5}",חודש אחרון,5
20-29,"{'amount': 36, 'percentage': 0.9}","{'amount': 33, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 30, 'percentage': 0.9}","{'amount': 29, 'percentage': 0.9}",שנה,2
30-39,"{'amount': 59, 'percentage': 1.8}","{'amount': 45, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 33, 'percentage': 3.3}","{'amount': 21, 'percentage': 2.1}",6 חודשים,3
30-39,"{'amount': 4, 'percentage': 1.7}","{'amount': 4, 'percentage': 1.7}",3 חודשים,4
30-39,"{'amount': 1, 'percentage': 0.5}","{'amount': 2, 'percentage': 1}",חודש אחרון,5
30-39,"{'amount': 69, 'percentage': 1.8}","{'amount': 61, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 79, 'percentage': 2.4}","{'amount': 142, 'percentage': 4.3}",שנה,2
40-49,"{'amount': 33, 'percentage': 3.3}","{'amount': 65, 'percentage': 6.5}",6 חודשים,3
40-49,"{'amount': 4, 'percentage': 1.7}","{'amount': 13, 'percentage': 5.4}",3 חודשים,4
40-49,"{'amount': 3, 'percentage': 1.6}","{'amount': 7, 'percentage': 3.7}",חודש אחרון,5
40-49,"{'amount': 89, 'percentage': 2.3}","{'amount': 163, 'percentage': 4.2}",מתחילת קורונה,1
50-59,"{'amount': 64, 'percentage': 6.4}","{'amount': 102, 'percentage': 10.2}",6 חודשים,3
50-59,"{'amount': 15, 'percentage': 6.2}","{'amount': 16, 'percentage': 6.6}",3 חודשים,4
50-59,"{'amount': 135, 'percentage': 4.1}","{'amount': 309, 'percentage': 9.3}",שנה,2
50-59,"{'amount': 154, 'percentage': 3.9}","{'amount': 363, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 8, 'percentage': 4.2}","{'amount': 8, 'percentage': 4.2}",חודש אחרון,5
60-69,"{'amount': 27, 'percentage': 11.2}","{'amount': 30, 'percentage': 12.4}",3 חודשים,4
60-69,"{'amount': 99, 'percentage': 9.9}","{'amount': 135, 'percentage': 13.5}",6 חודשים,3
60-69,"{'amount': 22, 'percentage': 11.5}","{'amount': 25, 'percentage': 13.1}",חודש אחרון,5
60-69,"{'amount': 304, 'percentage': 7.8}","{'amount': 655, 'percentage': 16.8}",מתחילת קורונה,1
60-69,"{'amount': 276, 'percentage': 8.3}","{'amount': 562, 'percentage': 16.9}",שנה,2
70-79,"{'amount': 18, 'percentage': 9.4}","{'amount': 42, 'percentage': 22}",חודש אחרון,5
70-79,"{'amount': 23, 'percentage': 9.5}","{'amount': 44, 'percentage': 18.2}",3 חודשים,4
70-79,"{'amount': 98, 'percentage': 9.8}","{'amount': 136, 'percentage': 13.6}",6 חודשים,3
70-79,"{'amount': 317, 'percentage': 9.5}","{'amount': 608, 'percentage': 18.3}",שנה,2
70-79,"{'amount': 362, 'percentage': 9.3}","{'amount': 719, 'percentage': 18.4}",מתחילת קורונה,1
80-89,"{'amount': 24, 'percentage': 9.9}","{'amount': 23, 'percentage': 9.5}",3 חודשים,4
80-89,"{'amount': 240, 'percentage': 7.2}","{'amount': 342, 'percentage': 10.3}",שנה,2
80-89,"{'amount': 66, 'percentage': 6.6}","{'amount': 80, 'percentage': 8}",6 חודשים,3
80-89,"{'amount': 21, 'percentage': 11}","{'amount': 21, 'percentage': 11}",חודש אחרון,5
80-89,"{'amount': 289, 'percentage': 7.4}","{'amount': 412, 'percentage': 10.5}",מתחילת קורונה,1
90+,"{'amount': 75, 'percentage': 1.9}","{'amount': 86, 'percentage': 2.2}",מתחילת קורונה,1
90+,"{'amount': 3, 'percentage': 1.6}","{'amount': 6, 'percentage': 3.1}",חודש אחרון,5
90+,"{'amount': 3, 'percentage': 1.2}","{'amount': 7, 'percentage': 2.9}",3 חודשים,4
90+,"{'amount': 13, 'percentage': 1.3}","{'amount': 13, 'percentage': 1.3}",6 חודשים,3
90+,"{'amount': 57, 'percentage': 1.7}","{'amount': 67, 'percentage': 2}",שנה,2
