date,amount,recovered,avg,sum,coronaEvents,recovered_cum
2020-02-12T00:00:00.000Z,0,0,7,7,,103
2020-02-13T00:00:00.000Z,0,0,3,7,,103
2020-02-14T00:00:00.000Z,0,0,2,7,,103
2020-02-15T00:00:00.000Z,0,0,1,7,,103
2020-02-16T00:00:00.000Z,0,0,1,7,,103
2020-02-17T00:00:00.000Z,0,0,1,7,,103
2020-02-18T00:00:00.000Z,0,0,1,7,,103
2020-02-19T00:00:00.000Z,0,0,0,7,,103
2020-02-20T00:00:00.000Z,0,1,0,7,,104
2020-02-21T00:00:00.000Z,1,0,0,8,,104
2020-02-22T00:00:00.000Z,0,0,0,8,,104
2020-02-23T00:00:00.000Z,0,0,0,8,,104
2020-02-24T00:00:00.000Z,1,0,0,9,,104
2020-02-25T00:00:00.000Z,0,0,0,9,,104
2020-02-26T00:00:00.000Z,0,0,0,9,,104
2020-02-27T00:00:00.000Z,1,0,0,10,,104
2020-02-28T00:00:00.000Z,3,0,0,13,,104
2020-02-29T00:00:00.000Z,0,0,0,13,,104
2020-03-01T00:00:00.000Z,1,0,0,14,,104
2020-03-02T00:00:00.000Z,5,0,0,19,,104
2020-03-03T00:00:00.000Z,3,0,1,22,,104
2020-03-04T00:00:00.000Z,0,0,1,22,,104
2020-03-05T00:00:00.000Z,9,0,1,31,,104
2020-03-06T00:00:00.000Z,4,0,3,35,,104
2020-03-07T00:00:00.000Z,4,0,3,39,,104
2020-03-08T00:00:00.000Z,9,0,3,48,,104
2020-03-09T00:00:00.000Z,4,0,4,52,,104
2020-03-10T00:00:00.000Z,33,0,4,85,,104
2020-03-11T00:00:00.000Z,19,0,9,104,,104
2020-03-12T00:00:00.000Z,22,0,11,126,,104
2020-03-13T00:00:00.000Z,35,1,13,161,,105
2020-03-14T00:00:00.000Z,29,0,18,190,סגר ראשון ,105
2020-03-15T00:00:00.000Z,40,0,21,230,,105
2020-03-16T00:00:00.000Z,73,0,26,303,,105
2020-03-17T00:00:00.000Z,94,2,35,397,,107
2020-03-18T00:00:00.000Z,125,2,44,522,,109
2020-03-19T00:00:00.000Z,136,4,59,658,,113
2020-03-20T00:00:00.000Z,168,1,76,826,,114
2020-03-21T00:00:00.000Z,209,1,95,1035,,115
2020-03-22T00:00:00.000Z,252,4,120,1287,,119
2020-03-23T00:00:00.000Z,349,6,151,1636,,125
2020-03-24T00:00:00.000Z,421,5,190,2057,,130
2020-03-25T00:00:00.000Z,424,6,237,2481,,136
2020-03-26T00:00:00.000Z,519,10,279,3000,,146
2020-03-27T00:00:00.000Z,432,18,334,3432,,164
2020-03-28T00:00:00.000Z,475,9,372,3907,,173
2020-03-29T00:00:00.000Z,529,14,410,4436,,187
2020-03-30T00:00:00.000Z,551,33,449,4987,,220
2020-03-31T00:00:00.000Z,737,43,478,5724,,263
2020-04-01T00:00:00.000Z,694,32,523,6418,,295
2020-04-02T00:00:00.000Z,724,79,562,7142,,374
2020-04-03T00:00:00.000Z,599,55,591,7741,,429
2020-04-04T00:00:00.000Z,428,53,615,8169,,482
2020-04-05T00:00:00.000Z,584,101,608,8753,,583
2020-04-06T00:00:00.000Z,449,120,616,9202,,703
2020-04-07T00:00:00.000Z,376,120,602,9578,,823
2020-04-08T00:00:00.000Z,340,107,550,9918,,930
2020-04-09T00:00:00.000Z,340,111,500,10258,,1041
2020-04-10T00:00:00.000Z,356,126,445,10614,,1167
2020-04-11T00:00:00.000Z,342,121,410,10956,,1288
2020-04-12T00:00:00.000Z,551,258,398,11507,,1546
2020-04-13T00:00:00.000Z,437,282,393,11944,,1828
2020-04-14T00:00:00.000Z,394,288,391,12338,,2116
2020-04-15T00:00:00.000Z,305,280,394,12643,,2396
2020-04-16T00:00:00.000Z,296,328,389,12939,,2724
2020-04-17T00:00:00.000Z,297,357,383,13236,,3081
2020-04-18T00:00:00.000Z,288,249,374,13524,,3330
2020-04-19T00:00:00.000Z,274,381,366,13798,פתיחת משק חלקית לאחר סגר ראשון,3711
2020-04-20T00:00:00.000Z,297,449,327,14095,,4160
2020-04-21T00:00:00.000Z,279,373,307,14374,,4533
2020-04-22T00:00:00.000Z,226,391,290,14600,,4924
2020-04-23T00:00:00.000Z,275,331,279,14875,,5255
2020-04-24T00:00:00.000Z,249,337,276,15124,,5592
2020-04-25T00:00:00.000Z,159,377,269,15283,,5969
2020-04-26T00:00:00.000Z,82,432,251,15365,,6401
2020-04-27T00:00:00.000Z,127,469,223,15492,,6870
2020-04-28T00:00:00.000Z,161,565,199,15653,,7435
2020-04-29T00:00:00.000Z,82,352,182,15735,,7787
2020-04-30T00:00:00.000Z,143,426,162,15878,,8213
2020-05-01T00:00:00.000Z,116,425,143,15994,,8638
2020-05-02T00:00:00.000Z,57,279,124,16051,,8917
2020-05-03T00:00:00.000Z,27,287,109,16078,,9204
2020-05-04T00:00:00.000Z,55,259,101,16133,,9463
2020-05-05T00:00:00.000Z,33,318,91,16166,,9781
2020-05-06T00:00:00.000Z,65,262,73,16231,,10043
2020-05-07T00:00:00.000Z,61,226,70,16292,,10269
2020-05-08T00:00:00.000Z,33,222,59,16325,,10491
2020-05-09T00:00:00.000Z,20,91,47,16345,,10582
2020-05-10T00:00:00.000Z,29,168,42,16374,,10750
2020-05-11T00:00:00.000Z,39,329,42,16413,,11079
2020-05-12T00:00:00.000Z,23,258,40,16436,,11337
2020-05-13T00:00:00.000Z,39,177,38,16475,,11514
2020-05-14T00:00:00.000Z,22,240,34,16497,,11754
2020-05-15T00:00:00.000Z,12,160,29,16509,,11914
2020-05-16T00:00:00.000Z,5,102,26,16514,,12016
2020-05-17T00:00:00.000Z,15,151,24,16529,,12167
2020-05-18T00:00:00.000Z,27,275,22,16556,,12442
2020-05-19T00:00:00.000Z,22,153,20,16578,,12595
2020-05-20T00:00:00.000Z,15,110,20,16593,,12705
2020-05-21T00:00:00.000Z,18,122,16,16611,,12827
2020-05-22T00:00:00.000Z,19,162,16,16630,,12989
2020-05-23T00:00:00.000Z,5,44,17,16635,,13033
2020-05-24T00:00:00.000Z,13,115,17,16648,,13148
2020-05-25T00:00:00.000Z,22,132,17,16670,,13280
2020-05-26T00:00:00.000Z,50,91,16,16720,,13371
2020-05-27T00:00:00.000Z,40,60,20,16760,פתיחת משק מלאה לאחר סגר ראשון,13431
2020-05-28T00:00:00.000Z,77,114,23,16837,,13545
2020-05-29T00:00:00.000Z,113,39,32,16950,,13584
2020-05-30T00:00:00.000Z,29,41,45,16979,,13625
2020-05-31T00:00:00.000Z,87,61,49,17066,,13686
2020-06-01T00:00:00.000Z,100,68,59,17166,,13754
2020-06-02T00:00:00.000Z,121,53,70,17287,,13807
2020-06-03T00:00:00.000Z,96,27,81,17383,,13834
2020-06-04T00:00:00.000Z,142,42,89,17525,,13876
2020-06-05T00:00:00.000Z,127,37,98,17652,,13913
2020-06-06T00:00:00.000Z,78,24,100,17730,,13937
2020-06-07T00:00:00.000Z,140,42,107,17870,,13979
2020-06-08T00:00:00.000Z,179,39,114,18049,,14018
2020-06-09T00:00:00.000Z,174,46,126,18223,,14064
2020-06-10T00:00:00.000Z,241,52,133,18464,,14116
2020-06-11T00:00:00.000Z,192,55,154,18656,,14171
2020-06-12T00:00:00.000Z,184,54,161,18840,,14225
2020-06-13T00:00:00.000Z,149,41,169,18989,,14266
2020-06-14T00:00:00.000Z,137,50,179,19126,,14316
2020-06-15T00:00:00.000Z,200,89,179,19326,,14405
2020-06-16T00:00:00.000Z,298,51,182,19624,,14456
2020-06-17T00:00:00.000Z,270,48,200,19894,,14504
2020-06-18T00:00:00.000Z,303,50,204,20197,,14554
2020-06-19T00:00:00.000Z,311,57,220,20508,,14611
2020-06-20T00:00:00.000Z,160,37,238,20668,,14648
2020-06-21T00:00:00.000Z,174,50,239,20842,,14698
2020-06-22T00:00:00.000Z,344,60,245,21186,,14758
2020-06-23T00:00:00.000Z,452,85,265,21638,,14843
2020-06-24T00:00:00.000Z,486,72,287,22124,,14915
2020-06-25T00:00:00.000Z,516,77,318,22640,,14992
2020-06-26T00:00:00.000Z,464,130,349,23104,,15122
2020-06-27T00:00:00.000Z,397,50,370,23501,,15172
2020-06-28T00:00:00.000Z,383,140,404,23884,,15312
2020-06-29T00:00:00.000Z,759,166,434,24643,,15478
2020-06-30T00:00:00.000Z,789,127,493,25432,,15605
2020-07-01T00:00:00.000Z,968,99,542,26400,,15704
2020-07-02T00:00:00.000Z,1153,125,610,27553,,15829
2020-07-03T00:00:00.000Z,941,119,701,28494,,15948
2020-07-04T00:00:00.000Z,821,76,770,29315,,16024
2020-07-05T00:00:00.000Z,825,143,830,30140,,16167
2020-07-06T00:00:00.000Z,1129,196,893,31269,,16363
2020-07-07T00:00:00.000Z,1383,175,946,32652,,16538
2020-07-08T00:00:00.000Z,1328,226,1031,33980,,16764
2020-07-09T00:00:00.000Z,1522,225,1082,35502,,16989
2020-07-10T00:00:00.000Z,1407,212,1135,36909,,17201
2020-07-11T00:00:00.000Z,1169,191,1202,38078,,17392
2020-07-12T00:00:00.000Z,1236,336,1251,39314,,17728
2020-07-13T00:00:00.000Z,1718,362,1310,41032,,18090
2020-07-14T00:00:00.000Z,1600,314,1394,42632,,18404
2020-07-15T00:00:00.000Z,1873,361,1425,44505,,18765
2020-07-16T00:00:00.000Z,1936,508,1503,46441,,19273
2020-07-17T00:00:00.000Z,1602,481,1562,48043,,19754
2020-07-18T00:00:00.000Z,1445,448,1590,49488,,20202
2020-07-19T00:00:00.000Z,1016,518,1630,50504,,20720
2020-07-20T00:00:00.000Z,1885,626,1598,52389,,21346
2020-07-21T00:00:00.000Z,2004,641,1622,54393,,21987
2020-07-22T00:00:00.000Z,2041,3724,1680,56434,,25711
2020-07-23T00:00:00.000Z,1989,6745,1704,58423,,32456
2020-07-24T00:00:00.000Z,1824,1596,1711,60247,,34052
2020-07-25T00:00:00.000Z,1110,589,1743,61357,,34641
2020-07-26T00:00:00.000Z,1041,2736,1695,62398,,37377
2020-07-27T00:00:00.000Z,2047,1764,1699,64445,,39141
2020-07-28T00:00:00.000Z,2121,1551,1722,66566,,40692
2020-07-29T00:00:00.000Z,1955,1400,1739,68521,,42092
2020-07-30T00:00:00.000Z,1786,1682,1726,70307,,43774
2020-07-31T00:00:00.000Z,1360,1299,1697,71667,,45073
2020-08-01T00:00:00.000Z,623,536,1631,72290,,45609
2020-08-02T00:00:00.000Z,708,2439,1561,72998,,48048
2020-08-03T00:00:00.000Z,1799,1797,1514,74797,,49845
2020-08-04T00:00:00.000Z,1726,1649,1478,76523,,51494
2020-08-05T00:00:00.000Z,1686,1483,1422,78209,,52977
2020-08-06T00:00:00.000Z,1675,1750,1384,79884,,54727
2020-08-07T00:00:00.000Z,1762,1213,1368,81646,,55940
2020-08-08T00:00:00.000Z,755,608,1425,82401,,56548
2020-08-09T00:00:00.000Z,923,2337,1444,83324,,58885
2020-08-10T00:00:00.000Z,1698,1398,1475,85022,,60283
2020-08-11T00:00:00.000Z,1823,985,1460,86845,,61268
2020-08-12T00:00:00.000Z,1617,1137,1474,88462,,62405
2020-08-13T00:00:00.000Z,1641,1310,1464,90103,,63715
2020-08-14T00:00:00.000Z,1389,986,1459,91492,,64701
2020-08-15T00:00:00.000Z,754,567,1406,92246,,65268
2020-08-16T00:00:00.000Z,1069,2224,1406,93315,,67492
2020-08-17T00:00:00.000Z,1649,1193,1427,94964,,68685
2020-08-18T00:00:00.000Z,1648,1118,1420,96612,,69803
2020-08-19T00:00:00.000Z,1639,1479,1395,98251,,71282
2020-08-20T00:00:00.000Z,1485,1433,1398,99736,,72715
2020-08-21T00:00:00.000Z,1493,1040,1376,101229,,73755
2020-08-22T00:00:00.000Z,710,666,1391,101939,,74421
2020-08-23T00:00:00.000Z,964,2122,1384,102903,,76543
2020-08-24T00:00:00.000Z,1901,1405,1369,104804,,77948
2020-08-25T00:00:00.000Z,1958,798,1405,106762,,78746
2020-08-26T00:00:00.000Z,1984,3644,1450,108746,,82390
2020-08-27T00:00:00.000Z,2106,1515,1499,110852,,83905
2020-08-28T00:00:00.000Z,1833,1833,1588,112685,,85738
2020-08-29T00:00:00.000Z,909,711,1636,113594,,86449
2020-08-30T00:00:00.000Z,1100,2265,1665,114694,,88714
2020-08-31T00:00:00.000Z,2171,1475,1684,116865,,90189
2020-09-01T00:00:00.000Z,2252,1009,1723,119117,,91198
2020-09-02T00:00:00.000Z,3193,1401,1765,122310,,92599
2020-09-03T00:00:00.000Z,2663,1801,1937,124973,,94400
2020-09-04T00:00:00.000Z,2623,1194,2017,127596,,95594
2020-09-05T00:00:00.000Z,1504,886,2130,129100,,96480
2020-09-06T00:00:00.000Z,2174,2403,2215,131274,,98883
2020-09-07T00:00:00.000Z,3386,1597,2368,134660,,100480
2020-09-08T00:00:00.000Z,3487,1431,2542,138147,,101911
2020-09-09T00:00:00.000Z,3991,1464,2718,142138,,103375
2020-09-10T00:00:00.000Z,4158,1977,2832,146296,,105352
2020-09-11T00:00:00.000Z,3971,1775,3046,150267,,107127
2020-09-12T00:00:00.000Z,2716,1266,3238,152983,,108393
2020-09-13T00:00:00.000Z,3172,3276,3411,156155,,111669
2020-09-14T00:00:00.000Z,4804,2402,3554,160959,,114071
2020-09-15T00:00:00.000Z,5528,2274,3757,166487,,116345
2020-09-16T00:00:00.000Z,4568,2794,4048,171055,,119139
2020-09-17T00:00:00.000Z,5378,3720,4131,176433,,122859
2020-09-18T00:00:00.000Z,5332,2849,4305,181765,סגר שני,125708
2020-09-19T00:00:00.000Z,3809,1444,4499,185574,,127152
2020-09-20T00:00:00.000Z,2576,2481,4655,188150,,129633
2020-09-21T00:00:00.000Z,3870,4667,4570,192020,,134300
2020-09-22T00:00:00.000Z,7019,3514,4437,199039,,137814
2020-09-23T00:00:00.000Z,7141,3822,4650,206180,,141636
2020-09-24T00:00:00.000Z,8260,4600,5017,214440,,146236
2020-09-25T00:00:00.000Z,8386,4156,5429,222826,,150392
2020-09-26T00:00:00.000Z,5879,2396,5865,228705,,152788
2020-09-27T00:00:00.000Z,3435,5701,6161,232140,,158489
2020-09-28T00:00:00.000Z,1154,2174,6284,233294,,160663
2020-09-29T00:00:00.000Z,4989,5794,5896,238283,,166457
2020-09-30T00:00:00.000Z,9051,5165,5606,247334,,171622
2020-10-01T00:00:00.000Z,7721,5775,5879,255055,,177397
2020-10-02T00:00:00.000Z,7053,5603,5802,262108,,183000
2020-10-03T00:00:00.000Z,2595,3508,5611,264703,,186508
2020-10-04T00:00:00.000Z,2936,8120,5142,267639,,194628
2020-10-05T00:00:00.000Z,5709,6982,5071,273348,,201610
2020-10-06T00:00:00.000Z,4719,6436,5722,278067,,208046
2020-10-07T00:00:00.000Z,4156,4907,5683,282223,,212953
2020-10-08T00:00:00.000Z,3751,4816,4984,285974,,217769
2020-10-09T00:00:00.000Z,2954,5108,4417,288928,,222877
2020-10-10T00:00:00.000Z,912,3792,3831,289840,,226669
2020-10-11T00:00:00.000Z,1638,7574,3591,291478,,234243
2020-10-12T00:00:00.000Z,3154,5526,3405,294632,,239769
2020-10-13T00:00:00.000Z,2336,5736,3040,296968,,245505
2020-10-14T00:00:00.000Z,2117,5843,2700,299085,,251348
2020-10-15T00:00:00.000Z,1611,5426,2408,300696,,256774
2020-10-16T00:00:00.000Z,1496,3482,2103,302192,,260256
2020-10-17T00:00:00.000Z,410,2517,1894,302602,,262773
2020-10-18T00:00:00.000Z,924,4918,1823,303526,פתיחת סגר שני,267691
2020-10-19T00:00:00.000Z,1516,2345,1721,305042,,270036
