date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,1972,0.005070993914807302,5429,-228,0,0,0,0,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1972,0.005070993914807302,7589,-225,0,0,0,0,0
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,1972,0.006085192697768763,6755,-226,0,0,0,0,0
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,1972,0.006592292089249493,6836,-226,0,0,0,0,1
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,1972,0.008113590263691683,4978,-225,0,1,0,0,2
2020-03-07T00:00:00.000Z,3,21,21,3,0,18,2,0,1972,0.01064908722109534,4682,-226,0,2,0,0,3
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,1972,0.01369168356997972,7075,-223,0,4,0,0,5
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,1972,0.02079107505070994,6009,-233,0,4,0,0,5
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,1972,0.03093306288032454,5803,-220,0,5,0,0,6
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,1972,0.04259634888438134,5719,-223,0,6,0,0,7
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,1972,0.05425963488843814,5769,-223,0,6,0,0,7
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,1972,0.06440162271805273,3985,-210,0,6,0,0,7
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,1972,0.08468559837728194,3550,-220,0,6,0,0,8
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,1972,0.1044624746450304,5336,-220,0,8,0,0,11
2020-03-16T00:00:00.000Z,25,226,220,11,6,209,7,0,1972,0.114604462474645,4620,-163,0,9,0,0,13
2020-03-17T00:00:00.000Z,46,261,261,12,7,242,7,0,1972,0.1323529411764706,4223,-112,0,9,0,0,14
2020-03-18T00:00:00.000Z,54,313,275,16,12,285,7,0,1972,0.1587221095334686,3764,-10,0,9,0,0,18
2020-03-19T00:00:00.000Z,31,302,270,21,12,269,12,0,1972,0.1531440162271805,3927,127,0,14,0,0,23
2020-03-20T00:00:00.000Z,30,294,256,23,15,256,12,1,1972,0.1490872210953347,3096,307,0,14,1,0,26
2020-03-21T00:00:00.000Z,34,285,282,27,22,236,15,0,1972,0.1445233265720081,2791,490,0,17,1,0,30
2020-03-22T00:00:00.000Z,54,334,315,38,33,263,22,0,1972,0.1693711967545639,4359,707,0,24,1,0,41
2020-03-23T00:00:00.000Z,58,364,331,44,37,283,24,0,1972,0.1845841784989858,3905,1037,0,28,1,0,48
2020-03-24T00:00:00.000Z,81,408,354,48,49,311,26,3,1972,0.2068965517241379,3835,1429,0,30,4,0,55
2020-03-25T00:00:00.000Z,81,428,411,52,54,322,28,1,1972,0.2170385395537526,3533,1790,0,33,5,0,60
2020-03-26T00:00:00.000Z,81,484,430,56,67,361,31,5,1972,0.2454361054766734,3789,2275,0,39,10,0,69
2020-03-27T00:00:00.000Z,109,532,482,67,71,394,37,2,1972,0.2697768762677485,3129,2636,0,46,12,0,82
2020-03-28T00:00:00.000Z,52,527,496,70,83,374,41,1,1972,0.2672413793103448,2721,3092,0,51,13,0,87
2020-03-29T00:00:00.000Z,69,556,529,80,89,387,50,3,1972,0.281947261663286,4118,3573,0,62,16,0,101
2020-03-30T00:00:00.000Z,122,633,584,89,105,439,54,1,1972,0.3209939148073022,3750,4029,0,69,17,0,113
2020-03-31T00:00:00.000Z,110,683,640,99,114,470,64,4,1972,0.3463488843813388,3849,4657,0,81,21,0,128
2020-04-01T00:00:00.000Z,147,772,730,111,143,518,72,8,1972,0.3914807302231237,3912,4531,689,95,29,0,148
2020-04-02T00:00:00.000Z,115,815,730,113,145,557,79,9,1972,0.4132860040567951,4149,5113,720,106,38,0,160
2020-04-03T00:00:00.000Z,97,813,724,131,159,523,93,5,1972,0.4122718052738337,3373,5656,717,126,43,0,182
2020-04-04T00:00:00.000Z,73,788,750,140,170,478,107,6,1972,0.3995943204868154,3031,5994,718,143,49,0,197
2020-04-05T00:00:00.000Z,99,824,738,135,193,496,107,7,1972,0.4178498985801217,4356,6499,693,150,56,0,203
2020-04-06T00:00:00.000Z,93,807,693,147,208,452,110,8,1972,0.4092292089249493,3937,6757,796,164,64,0,223
2020-04-07T00:00:00.000Z,73,748,653,160,204,384,106,8,1972,0.3793103448275862,4155,7016,819,171,72,1,241
2020-04-08T00:00:00.000Z,57,692,614,166,196,330,115,8,1972,0.3509127789046653,3369,7220,859,178,80,0,259
2020-04-09T00:00:00.000Z,65,667,633,166,189,312,117,9,1972,0.3382352941176471,3232,7330,944,185,89,0,275
2020-04-10T00:00:00.000Z,54,672,598,170,173,329,128,8,1972,0.3407707910750507,3947,7514,1002,196,97,0,285
2020-04-11T00:00:00.000Z,40,625,593,182,163,280,130,6,1972,0.3169371196754564,3084,7662,1061,205,103,0,309
2020-04-12T00:00:00.000Z,90,668,619,177,175,316,130,6,1972,0.3387423935091278,4797,7885,1074,212,109,0,327
2020-04-13T00:00:00.000Z,91,694,628,192,169,333,137,9,1972,0.3519269776876268,4515,7893,1181,224,118,0,353
2020-04-14T00:00:00.000Z,70,682,634,178,173,331,134,8,1972,0.345841784989858,4209,7915,1229,228,126,0,360
2020-04-15T00:00:00.000Z,69,689,663,179,175,335,132,13,1972,0.3493914807302231,3368,7877,1238,241,139,0,381
2020-04-16T00:00:00.000Z,51,700,638,182,163,355,137,7,1972,0.3549695740365111,5208,7714,1366,251,146,0,394
2020-04-17T00:00:00.000Z,48,665,611,165,163,337,124,9,1972,0.3372210953346856,4060,7676,1348,254,155,0,402
2020-04-18T00:00:00.000Z,41,635,609,174,141,320,118,11,1972,0.3220081135902637,3696,7386,1661,260,166,0,418
2020-04-19T00:00:00.000Z,40,622,572,157,148,317,118,8,1972,0.3154158215010142,5597,7242,1707,267,174,0,426
2020-04-20T00:00:00.000Z,49,598,545,154,135,309,123,6,1972,0.3032454361054767,4910,7078,1723,276,180,0,431
2020-04-21T00:00:00.000Z,27,548,509,145,146,257,119,9,1972,0.2778904665314402,4731,6981,1738,279,189,0,437
2020-04-22T00:00:00.000Z,36,523,487,149,122,252,110,3,1972,0.2652129817444219,4648,6810,1739,279,192,0,445
2020-04-23T00:00:00.000Z,32,494,445,146,106,242,114,4,1972,0.2505070993914808,5175,6908,1605,283,196,0,450
2020-04-24T00:00:00.000Z,26,466,440,144,109,213,108,3,1972,0.2363083164300203,4255,6654,1751,287,199,0,457
2020-04-25T00:00:00.000Z,8,439,425,136,105,198,107,3,1972,0.2226166328600406,3527,6426,1762,288,202,0,460
2020-04-26T00:00:00.000Z,32,435,407,142,91,202,111,2,1972,0.2205882352941176,5560,6104,1737,292,204,0,467
2020-04-27T00:00:00.000Z,21,411,377,132,89,190,101,4,1972,0.2084178498985801,5124,5735,1775,293,208,0,469
2020-04-28T00:00:00.000Z,27,389,364,127,85,177,100,5,1972,0.1972616632860041,4682,5373,1726,296,213,0,473
2020-04-29T00:00:00.000Z,23,381,366,122,86,173,96,6,1972,0.1932048681541582,4068,5082,1726,296,219,0,478
2020-04-30T00:00:00.000Z,19,375,342,112,87,176,90,6,1972,0.1901622718052738,5461,4795,1721,296,225,0,481
2020-05-01T00:00:00.000Z,20,343,324,109,81,153,89,4,1972,0.1739350912778905,4405,4470,1746,299,229,0,485
2020-05-02T00:00:00.000Z,14,335,328,111,66,158,90,3,1972,0.1698782961460446,3828,4351,1610,300,232,0,487
2020-05-03T00:00:00.000Z,14,324,298,101,71,152,84,3,1972,0.1643002028397566,5779,4103,1591,300,235,0,487
2020-05-04T00:00:00.000Z,18,306,274,97,71,138,78,3,1972,0.1551724137931035,5315,3953,1545,300,238,0,488
2020-05-05T00:00:00.000Z,9,269,255,91,61,117,72,2,1972,0.1364097363083164,5224,3729,1488,300,240,0,488
2020-05-06T00:00:00.000Z,15,265,246,88,61,116,70,1,1972,0.1343813387423935,5142,3582,1439,300,241,0,489
2020-05-07T00:00:00.000Z,13,253,241,84,60,109,70,1,1972,0.1282961460446248,5419,3421,1423,302,242,0,490
2020-05-08T00:00:00.000Z,13,241,237,78,53,110,64,6,1972,0.122210953346856,4641,3278,1365,303,248,0,492
2020-05-09T00:00:00.000Z,10,245,242,78,50,117,64,3,1972,0.1242393509127789,3106,3353,1204,304,251,0,493
2020-05-10T00:00:00.000Z,14,243,226,74,51,118,66,4,1972,0.1232251521298174,6097,3219,1202,308,255,0,496
2020-05-11T00:00:00.000Z,9,227,211,69,54,104,60,5,1972,0.1151115618661258,5289,2921,1208,309,260,0,499
2020-05-12T00:00:00.000Z,10,218,200,65,52,101,56,3,1972,0.1105476673427992,5416,2837,1054,310,263,0,501
2020-05-13T00:00:00.000Z,10,201,198,61,48,92,53,3,1972,0.1019269776876268,5383,2775,968,312,266,0,503
2020-05-14T00:00:00.000Z,6,196,187,61,43,92,52,2,1972,0.09939148073022312,5779,2612,917,313,268,0,504
2020-05-15T00:00:00.000Z,1,187,183,61,43,83,52,0,1972,0.09482758620689655,5004,2565,814,313,268,0,504
2020-05-16T00:00:00.000Z,4,181,181,60,40,81,51,3,1972,0.09178498985801217,4369,2499,780,313,271,0,504
2020-05-17T00:00:00.000Z,10,184,172,55,38,91,45,4,1972,0.09330628803245436,6530,2385,756,314,275,0,506
2020-05-18T00:00:00.000Z,3,170,159,52,42,76,43,3,1972,0.08620689655172414,5996,2168,725,315,278,0,507
2020-05-19T00:00:00.000Z,7,164,158,51,43,70,40,2,1972,0.08316430020283976,6127,2151,603,315,280,0,509
2020-05-20T00:00:00.000Z,4,157,144,46,40,71,41,1,1972,0.07961460446247465,6060,2090,570,315,281,0,509
2020-05-21T00:00:00.000Z,8,149,139,47,31,71,37,0,1972,0.0755578093306288,6343,2032,514,315,281,0,509
2020-05-22T00:00:00.000Z,5,141,138,46,32,63,37,0,1972,0.07150101419878296,5198,1947,455,315,281,0,509
2020-05-23T00:00:00.000Z,3,141,140,46,33,62,37,0,1972,0.07150101419878296,4603,1958,400,315,281,0,509
2020-05-24T00:00:00.000Z,0,139,124,43,36,60,34,1,1972,0.0704868154158215,6907,1874,390,315,282,0,509
2020-05-25T00:00:00.000Z,8,130,122,41,32,57,29,2,1972,0.06592292089249494,6306,1805,345,315,284,0,510
2020-05-26T00:00:00.000Z,3,122,117,36,37,49,32,0,1972,0.06186612576064909,6265,1825,283,315,284,0,510
2020-05-27T00:00:00.000Z,5,120,114,40,37,43,36,2,1972,0.06085192697768763,6312,1809,276,316,286,1,512
2020-05-28T00:00:00.000Z,7,120,113,36,37,47,34,1,1972,0.06085192697768763,5390,1769,273,316,287,0,512
2020-05-29T00:00:00.000Z,5,117,117,39,36,42,37,0,1972,0.05933062880324544,4548,1870,241,317,287,0,513
2020-05-30T00:00:00.000Z,5,123,122,35,43,45,33,0,1972,0.06237322515212982,4772,1853,241,317,287,0,513
2020-05-31T00:00:00.000Z,5,126,118,35,47,44,31,0,1972,0.06389452332657201,7132,1878,245,317,287,0,514
2020-06-01T00:00:00.000Z,12,126,110,32,45,49,29,3,1972,0.06389452332657201,6362,1930,224,317,290,0,514
2020-06-02T00:00:00.000Z,12,119,112,29,44,46,29,2,1972,0.0603448275862069,6370,2013,202,318,292,0,515
2020-06-03T00:00:00.000Z,8,118,114,28,42,48,25,1,1972,0.05983772819472617,6293,2055,225,318,293,0,515
2020-06-04T00:00:00.000Z,11,125,113,30,37,58,23,0,1972,0.06338742393509128,6701,2154,227,318,293,0,518
2020-06-05T00:00:00.000Z,8,119,109,29,41,49,23,1,1972,0.0603448275862069,5538,2244,228,318,294,0,518
2020-06-06T00:00:00.000Z,9,114,112,29,42,43,21,4,1972,0.05780933062880325,4954,2280,239,318,298,0,521
2020-06-07T00:00:00.000Z,12,122,118,29,42,51,23,2,1972,0.06186612576064909,7550,2359,247,319,300,0,525
2020-06-08T00:00:00.000Z,16,133,119,30,46,57,23,0,1972,0.06744421906693712,6393,2480,262,319,300,0,527
2020-06-09T00:00:00.000Z,10,129,116,31,42,56,24,1,1972,0.0654158215010142,6648,2611,259,321,301,0,530
2020-06-10T00:00:00.000Z,24,138,121,32,45,61,24,1,1972,0.06997971602434078,6816,2766,283,322,302,0,532
2020-06-11T00:00:00.000Z,13,133,122,35,38,60,24,0,1972,0.06744421906693712,6839,2860,321,322,302,0,536
2020-06-12T00:00:00.000Z,13,136,124,35,43,58,25,0,1972,0.06896551724137931,5678,2970,338,323,302,0,539
2020-06-13T00:00:00.000Z,11,133,130,35,45,53,26,1,1972,0.06744421906693712,5054,3049,359,324,303,0,539
2020-06-14T00:00:00.000Z,15,143,132,31,48,64,23,2,1972,0.07251521298174442,7569,3128,360,324,305,0,540
2020-06-15T00:00:00.000Z,23,155,133,36,47,72,25,0,1972,0.07860040567951318,6581,3201,393,327,305,0,547
2020-06-16T00:00:00.000Z,21,153,134,38,43,72,26,1,1972,0.07758620689655173,6824,3436,401,330,306,0,550
2020-06-17T00:00:00.000Z,23,158,149,36,49,73,29,0,1972,0.08012170385395538,6514,3617,428,333,306,0,552
2020-06-18T00:00:00.000Z,37,186,160,40,43,103,28,0,1972,0.09432048681541583,6784,3811,471,336,306,0,557
2020-06-19T00:00:00.000Z,29,190,180,39,47,104,29,1,1972,0.09634888438133875,5734,4022,491,337,307,0,561
2020-06-20T00:00:00.000Z,33,214,210,41,50,123,28,1,1972,0.1085192697768763,5022,4097,508,337,308,0,565
2020-06-21T00:00:00.000Z,38,247,213,45,59,143,29,0,1972,0.1252535496957404,7744,4202,520,338,308,0,571
2020-06-22T00:00:00.000Z,23,233,199,43,56,134,29,1,1972,0.1181541582150101,6877,4482,537,339,309,0,573
2020-06-23T00:00:00.000Z,20,217,191,40,52,125,26,2,1972,0.1100405679513185,6529,4828,561,340,311,0,575
2020-06-24T00:00:00.000Z,34,222,195,45,45,132,27,3,1972,0.1125760649087221,6553,5188,606,341,314,0,580
2020-06-25T00:00:00.000Z,26,217,194,44,56,117,28,4,1972,0.1100405679513185,6644,5596,633,343,318,0,585
2020-06-26T00:00:00.000Z,46,237,218,45,57,135,26,3,1972,0.1201825557809331,5490,5860,673,343,321,0,591
2020-06-27T00:00:00.000Z,26,240,223,40,56,144,22,3,1972,0.1217038539553753,4985,6181,691,343,324,0,592
2020-06-28T00:00:00.000Z,47,268,228,39,67,162,22,2,1972,0.1359026369168357,7517,6417,689,346,326,0,596
2020-06-29T00:00:00.000Z,46,273,240,44,68,161,24,0,1972,0.1384381338742393,6878,6971,713,347,326,0,601
2020-06-30T00:00:00.000Z,52,292,253,56,68,168,24,1,1972,0.1480730223123732,6548,7571,751,348,327,0,613
2020-07-01T00:00:00.000Z,82,329,280,59,73,197,24,3,1972,0.1668356997971602,6341,8391,771,351,330,0,620
2020-07-02T00:00:00.000Z,64,341,305,72,72,197,28,1,1972,0.172920892494929,6707,9352,793,358,331,0,640
2020-07-03T00:00:00.000Z,56,356,311,83,75,198,29,3,1972,0.18052738336714,5633,10077,879,361,334,0,648
2020-07-04T00:00:00.000Z,61,366,342,85,84,197,33,5,1972,0.1855983772819473,3784,10702,962,367,339,0,657
2020-07-05T00:00:00.000Z,82,424,373,94,82,248,32,2,1972,0.2150101419878296,7344,11359,952,373,341,0,670
2020-07-06T00:00:00.000Z,81,446,366,90,97,259,34,8,1972,0.2261663286004057,6638,12220,1022,376,349,0,677
2020-07-07T00:00:00.000Z,104,466,408,94,95,277,35,5,1972,0.2363083164300203,6401,13206,1202,378,354,1,693
2020-07-08T00:00:00.000Z,91,492,433,113,89,290,38,5,1972,0.2494929006085193,6453,14112,1357,383,359,1,716
2020-07-09T00:00:00.000Z,120,549,478,126,100,323,41,5,1972,0.2783975659229209,6591,15073,1643,389,364,0,749
2020-07-10T00:00:00.000Z,87,559,474,130,105,324,41,4,1972,0.2834685598377282,5592,16105,1806,390,368,0,764
2020-07-11T00:00:00.000Z,91,564,522,136,120,308,46,5,1972,0.2860040567951319,4821,16919,1916,395,373,0,782
2020-07-12T00:00:00.000Z,124,639,536,151,125,363,47,7,1972,0.3240365111561866,7501,17692,2017,398,380,0,810
