date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel
2020-03-02T00:00:00.000Z,1,10,10,0,0,10,0,0,1880,0.005319148936170213,5632,-420,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1880,0.005319148936170213,7857,-418,0
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1880,0.006382978723404255,7012,-420,0
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1880,0.006914893617021276,7012,-420,0
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1880,0.00851063829787234,5177,-419,0
2020-03-07T00:00:00.000Z,1,21,21,3,0,18,2,0,1880,0.01117021276595745,4861,-420,0
2020-03-08T00:00:00.000Z,2,27,27,5,0,22,4,0,1880,0.01436170212765957,7330,-418,0
2020-03-09T00:00:00.000Z,7,41,41,6,0,35,5,0,1880,0.02180851063829787,6205,-428,0
2020-03-10T00:00:00.000Z,2,61,61,6,0,55,5,0,1880,0.0324468085106383,6021,-415,0
2020-03-11T00:00:00.000Z,10,84,83,7,1,76,6,0,1880,0.04468085106382979,5981,-418,0
2020-03-12T00:00:00.000Z,6,106,104,7,1,98,6,0,1880,0.05638297872340425,5983,-417,0
2020-03-13T00:00:00.000Z,10,126,125,7,5,114,6,0,1880,0.06702127659574468,4121,-404,0
2020-03-14T00:00:00.000Z,20,165,163,6,5,154,4,0,1880,0.08776595744680851,3692,-413,0
2020-03-15T00:00:00.000Z,37,205,203,9,7,189,6,0,1880,0.1090425531914894,5489,-414,0
2020-03-16T00:00:00.000Z,27,225,219,11,6,208,7,0,1880,0.1196808510638298,4757,-357,0
2020-03-17T00:00:00.000Z,46,260,260,12,7,241,7,0,1880,0.1382978723404255,4331,-308,0
2020-03-18T00:00:00.000Z,54,313,274,17,12,284,7,0,1880,0.1664893617021277,3920,-210,0
2020-03-19T00:00:00.000Z,31,300,269,21,12,267,12,0,1880,0.1595744680851064,4053,-79,0
2020-03-20T00:00:00.000Z,30,293,255,23,15,255,12,1,1880,0.1558510638297872,3207,98,0
2020-03-21T00:00:00.000Z,35,283,280,27,22,234,15,0,1880,0.150531914893617,2905,279,0
2020-03-22T00:00:00.000Z,54,331,312,38,33,260,22,0,1880,0.176063829787234,4523,493,0
2020-03-23T00:00:00.000Z,58,363,330,44,37,282,24,0,1880,0.1930851063829787,4053,814,0
2020-03-24T00:00:00.000Z,82,406,354,48,49,309,26,3,1880,0.2159574468085106,3963,1201,0
2020-03-25T00:00:00.000Z,81,427,410,52,54,321,28,1,1880,0.2271276595744681,3666,1556,0
2020-03-26T00:00:00.000Z,82,483,430,56,67,360,31,5,1880,0.2569148936170213,3925,2034,0
2020-03-27T00:00:00.000Z,110,532,481,67,71,394,37,2,1880,0.2829787234042553,3267,2403,0
