Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,73,0,0,1,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7385,7458,0.08,0,1,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24909,32367,0.35,0,1,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44634,77001,0.83,0,1,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62892,139893,1.5,0,1,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73398,213291,2.29,0,1,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38501,251792,2.71,0,1,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32605,284397,3.06,0,1,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104528,388925,4.18,0,1,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,134978,523903,5.63,0,1,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156242,680145,7.31,0,1,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153073,833218,8.96,0,1,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158495,991713,10.66,0,1,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71388,1063101,11.43,0,1,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71714,1134815,12.2,0,1,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149695,1284510,13.81,0,1,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152117,1436627,15.45,1,2,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125114,1561741,16.79,1,3,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103284,1665025,17.9,2,5,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116008,1781033,19.15,5,10,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66425,1847458,19.87,3,13,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44521,1891979,20.35,24,37,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37610,1929589,20.75,5993,6030,0.06,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21122,1950711,20.98,19253,25283,0.27,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24011,1974722,21.24,35655,60938,0.66,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52015,2026737,21.79,56857,117795,1.27,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56427,2083164,22.4,68817,186612,2.01,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30721,2113885,22.73,35923,222535,2.39,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29430,2143315,23.05,26002,248537,2.67,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68377,2211692,23.78,84567,333104,3.58,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69698,2281390,24.53,120374,453478,4.88,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72778,2354168,25.32,137764,591242,6.36,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76766,2430934,26.14,143669,734911,7.9,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69877,2500811,26.89,164327,899238,9.67,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37838,2538649,27.3,71065,970303,10.43,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39917,2578566,27.73,53552,1023855,11.01,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69045,2647611,28.47,140620,1164475,12.52,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80839,2728450,29.34,139422,1303897,14.02,0,0,0,6.78,0,93.22
2021-01-26T00:00:00.000Z,78632,2807082,30.19,126320,1430217,15.38,0,0,0,8.65,0,91.35
2021-01-27T00:00:00.000Z,77860,2884942,31.02,124949,1555166,16.72,0,0,0,10.56,0,89.44
2021-01-28T00:00:00.000Z,79469,2964411,31.88,130524,1685690,18.13,0,0,0,12.69,0,87.31
2021-01-29T00:00:00.000Z,36619,3001030,32.27,64741,1750431,18.82,0,0,0,13.61,0,86.39
2021-01-30T00:00:00.000Z,34354,3035384,32.64,42732,1793163,19.28,0,0,0,14.3,0,85.7
2021-01-31T00:00:00.000Z,73279,3108663,33.43,59451,1852614,19.92,0,0,0,16.07,0,83.93
2021-02-01T00:00:00.000Z,82433,3191096,34.32,35302,1887916,20.3,0,0,0,17.81,0,82.19
2021-02-02T00:00:00.000Z,70005,3261101,35.07,31016,1918932,20.64,0,0,0,19.35,0,80.65
2021-02-03T00:00:00.000Z,60221,3321322,35.72,51364,1970296,21.19,0,0,0,20.84,0,79.16
2021-02-04T00:00:00.000Z,72533,3393855,36.5,58028,2028324,21.81,0,0,0,22.39,0,77.61
2021-02-05T00:00:00.000Z,33869,3427724,36.86,28743,2057067,22.12,0,0,0,23.15,0,76.85
2021-02-06T00:00:00.000Z,21578,3449302,37.09,22193,2079260,22.36,0,0,0,23.64,0,76.36
2021-02-07T00:00:00.000Z,54035,3503337,37.67,68671,2147931,23.1,0,0,0,24.4,0,75.6
2021-02-08T00:00:00.000Z,58571,3561908,38.3,65378,2213309,23.8,0,0,0,24.95,0,75.05
2021-02-09T00:00:00.000Z,66276,3628184,39.02,67473,2280782,24.53,0,0,0,25.48,0,74.52
2021-02-10T00:00:00.000Z,70475,3698659,39.77,72199,2352981,25.3,0,0,0,26.23,0,73.77
2021-02-11T00:00:00.000Z,81078,3779737,40.65,72004,2424985,26.08,0,0,0,27.08,0,72.92
2021-02-12T00:00:00.000Z,39039,3818776,41.07,37527,2462512,26.48,0,0,0,27.5,0,72.5
2021-02-13T00:00:00.000Z,27415,3846191,41.36,30397,2492909,26.81,0,0,0,27.82,0,72.18
2021-02-14T00:00:00.000Z,74845,3921036,42.16,69015,2561924,27.55,0,0,0,28.76,0,71.24
2021-02-15T00:00:00.000Z,81465,4002501,43.04,75628,2637552,28.36,0,0,0,29.69,0,70.31
2021-02-16T00:00:00.000Z,83357,4085858,43.94,78207,2715759,29.2,0,0,0,30.64,0,69.36
2021-02-17T00:00:00.000Z,61901,4147759,44.6,75556,2791315,30.02,0,0,0,31.56,0,68.44
2021-02-18T00:00:00.000Z,69076,4216835,45.35,79667,2870982,30.87,0,0,0,32.51,0,67.49
2021-02-19T00:00:00.000Z,39597,4256432,45.77,38092,2909074,31.28,0,0,0,33.02,0,66.98
2021-02-20T00:00:00.000Z,31618,4288050,46.11,28690,2937764,31.59,0,0,0,33.43,0,66.57
2021-02-21T00:00:00.000Z,79375,4367425,46.97,78381,3016145,32.43,0,0,0,34.39,0,65.61
2021-02-22T00:00:00.000Z,84984,4452409,47.88,80532,3096677,33.3,0,0,0,35.44,0,64.56
2021-02-23T00:00:00.000Z,77255,4529664,48.71,70397,3167074,34.06,0,0,0,36.47,0,63.53
2021-02-24T00:00:00.000Z,60989,4590653,49.37,63047,3230121,34.74,0,0,0,37.4,0,62.6
2021-02-25T00:00:00.000Z,51647,4642300,49.92,64721,3294842,35.43,0,0,0,38.31,0,61.69
2021-02-26T00:00:00.000Z,25836,4668136,50.2,31975,3326817,35.77,0,0,0,38.76,0,61.24
2021-02-27T00:00:00.000Z,18300,4686436,50.4,21171,3347988,36,0,0,0,39.08,0,60.92
2021-02-28T00:00:00.000Z,40291,4726727,50.83,55833,3403821,36.6,0,0,0,39.92,0,60.08
2021-03-01T00:00:00.000Z,45657,4772384,51.32,61375,3465196,37.26,0,0,0,40.78,0,59.22
2021-03-02T00:00:00.000Z,41106,4813490,51.76,64720,3529916,37.96,0,0,0,41.54,0,58.46
2021-03-03T00:00:00.000Z,41936,4855426,52.21,66706,3596622,38.68,0,0,0,42.25,0,57.75
2021-03-04T00:00:00.000Z,39605,4895031,52.64,79032,3675654,39.53,0,0,0,42.95,0,57.05
2021-03-05T00:00:00.000Z,17274,4912305,52.82,40412,3716066,39.96,0,0,0,43.28,0,56.72
2021-03-06T00:00:00.000Z,10652,4922957,52.94,25314,3741380,40.23,0,0,0,43.5,0,56.5
2021-03-07T00:00:00.000Z,31076,4954033,53.27,72795,3814175,41.02,0,0,0,44.09,0,55.91
2021-03-08T00:00:00.000Z,27291,4981324,53.57,73224,3887399,41.8,0,0,0,44.71,0,55.29
2021-03-09T00:00:00.000Z,26659,5007983,53.85,76542,3963941,42.63,0,0,0,45.37,0,54.63
2021-03-10T00:00:00.000Z,23247,5031230,54.1,58610,4022551,43.26,0,0,0,46.03,0,53.97
2021-03-11T00:00:00.000Z,23219,5054449,54.35,68999,4091550,44,0,0,0,46.76,0,53.24
2021-03-12T00:00:00.000Z,11198,5065647,54.47,41344,4132894,44.44,0,0,0,47.12,0,52.88
2021-03-13T00:00:00.000Z,7901,5073548,54.56,25213,4158107,44.71,0,0,0,47.35,0,52.65
2021-03-14T00:00:00.000Z,20904,5094452,54.78,73889,4231996,45.51,0,0,0,47.99,0,52.01
2021-03-15T00:00:00.000Z,20062,5114514,55,78198,4310194,46.35,0,0,0,48.61,0,51.39
2021-03-16T00:00:00.000Z,18668,5133182,55.2,71409,4381603,47.12,0,0,0,49.23,0,50.77
2021-03-17T00:00:00.000Z,17615,5150797,55.39,58949,4440552,47.75,0,0,0,49.72,0,50.28
2021-03-18T00:00:00.000Z,15958,5166755,55.56,58060,4498612,48.38,0,0,0,50.26,0,49.74
2021-03-19T00:00:00.000Z,6869,5173624,55.63,27925,4526537,48.68,0,0,0,50.56,0,49.44
2021-03-20T00:00:00.000Z,5171,5178795,55.69,15266,4541803,48.84,0,0,0,50.74,0,49.26
2021-03-21T00:00:00.000Z,13105,5191900,55.83,40452,4582255,49.28,0,0,0,51.27,0,48.73
