section,female,male,period
0-9,"{'amount': 6, 'percentage': 0.5}","{'amount': 11, 'percentage': 1}",6 חודשים
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 25, 'percentage': 0.9}",שנה
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 5, 'percentage': 1.1}",3 חודשים
0-9,"{'amount': 17, 'percentage': 0.3}","{'amount': 34, 'percentage': 0.5}",מתחילת קורונה
0-9,"{'amount': 1, 'percentage': 0.4}","{'amount': 3, 'percentage': 1.1}",חודש אחרון
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 25, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 15, 'percentage': 0.6}","{'amount': 16, 'percentage': 0.6}",שנה
10-19,"{'amount': 4, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.4}",6 חודשים
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.4}",חודש אחרון
20-29,"{'amount': 6, 'percentage': 1.3}","{'amount': 3, 'percentage': 0.7}",3 חודשים
20-29,"{'amount': 25, 'percentage': 0.9}","{'amount': 24, 'percentage': 0.9}",שנה
20-29,"{'amount': 6, 'percentage': 0.5}","{'amount': 8, 'percentage': 0.7}",6 חודשים
20-29,"{'amount': 62, 'percentage': 1}","{'amount': 57, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 5, 'percentage': 1.8}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
30-39,"{'amount': 19, 'percentage': 1.6}","{'amount': 24, 'percentage': 2.1}",6 חודשים
30-39,"{'amount': 41, 'percentage': 1.5}","{'amount': 49, 'percentage': 1.8}",שנה
30-39,"{'amount': 9, 'percentage': 2}","{'amount': 3, 'percentage': 0.7}",3 חודשים
30-39,"{'amount': 112, 'percentage': 1.7}","{'amount': 106, 'percentage': 1.6}",מתחילת קורונה
30-39,"{'amount': 5, 'percentage': 1.8}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
40-49,"{'amount': 16, 'percentage': 1.4}","{'amount': 29, 'percentage': 2.5}",6 חודשים
40-49,"{'amount': 54, 'percentage': 2}","{'amount': 105, 'percentage': 4}",שנה
40-49,"{'amount': 6, 'percentage': 1.3}","{'amount': 10, 'percentage': 2.2}",3 חודשים
40-49,"{'amount': 142, 'percentage': 2.2}","{'amount': 270, 'percentage': 4.2}",מתחילת קורונה
40-49,"{'amount': 3, 'percentage': 1.1}","{'amount': 4, 'percentage': 1.4}",חודש אחרון
50-59,"{'amount': 264, 'percentage': 4.1}","{'amount': 562, 'percentage': 8.7}",מתחילת קורונה
50-59,"{'amount': 112, 'percentage': 4.2}","{'amount': 201, 'percentage': 7.6}",שנה
50-59,"{'amount': 33, 'percentage': 2.9}","{'amount': 78, 'percentage': 6.8}",6 חודשים
50-59,"{'amount': 13, 'percentage': 2.9}","{'amount': 23, 'percentage': 5.1}",3 חודשים
50-59,"{'amount': 7, 'percentage': 2.5}","{'amount': 15, 'percentage': 5.4}",חודש אחרון
60-69,"{'amount': 29, 'percentage': 6.4}","{'amount': 61, 'percentage': 13.4}",3 חודשים
60-69,"{'amount': 224, 'percentage': 8.4}","{'amount': 332, 'percentage': 12.5}",שנה
60-69,"{'amount': 85, 'percentage': 7.4}","{'amount': 154, 'percentage': 13.3}",6 חודשים
60-69,"{'amount': 525, 'percentage': 8.2}","{'amount': 977, 'percentage': 15.2}",מתחילת קורונה
60-69,"{'amount': 18, 'percentage': 6.5}","{'amount': 36, 'percentage': 13}",חודש אחרון
70-79,"{'amount': 624, 'percentage': 9.7}","{'amount': 1098, 'percentage': 17.1}",מתחילת קורונה
70-79,"{'amount': 277, 'percentage': 10.4}","{'amount': 425, 'percentage': 16}",שנה
70-79,"{'amount': 121, 'percentage': 10.5}","{'amount': 208, 'percentage': 18}",6 חודשים
70-79,"{'amount': 48, 'percentage': 10.5}","{'amount': 92, 'percentage': 20.2}",3 חודשים
70-79,"{'amount': 31, 'percentage': 11.2}","{'amount': 49, 'percentage': 17.8}",חודש אחרון
80-89,"{'amount': 250, 'percentage': 9.4}","{'amount': 307, 'percentage': 11.6}",שנה
80-89,"{'amount': 118, 'percentage': 10.2}","{'amount': 147, 'percentage': 12.7}",6 חודשים
80-89,"{'amount': 43, 'percentage': 9.5}","{'amount': 61, 'percentage': 13.4}",3 חודשים
80-89,"{'amount': 517, 'percentage': 8}","{'amount': 694, 'percentage': 10.8}",מתחילת קורונה
80-89,"{'amount': 31, 'percentage': 11.2}","{'amount': 42, 'percentage': 15.2}",חודש אחרון
90+,"{'amount': 82, 'percentage': 3.1}","{'amount': 78, 'percentage': 2.9}",שנה
90+,"{'amount': 41, 'percentage': 3.6}","{'amount': 41, 'percentage': 3.6}",6 חודשים
90+,"{'amount': 19, 'percentage': 4.2}","{'amount': 21, 'percentage': 4.6}",3 חודשים
90+,"{'amount': 156, 'percentage': 2.4}","{'amount': 161, 'percentage': 2.5}",מתחילת קורונה
90+,"{'amount': 10, 'percentage': 3.6}","{'amount': 11, 'percentage': 4}",חודש אחרון
