Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose,vaccinated_fourth_dose_cum,vaccinated_omicron_cum,vaccinated_omicron_population_perc,vaccinated_fourth_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,70,0,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7395,7465,0.08,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24923,32388,0.35,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44668,77056,0.83,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62918,139974,1.51,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73429,213403,2.29,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38517,251920,2.71,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32617,284537,3.06,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104571,389108,4.18,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135039,524147,5.64,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156334,680481,7.32,2,6,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153183,833664,8.96,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158590,992254,10.67,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71435,1063689,11.44,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71742,1135431,12.21,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149763,1285194,13.82,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152198,1437392,15.46,1,7,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125218,1562610,16.8,4,11,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103369,1665979,17.92,2,13,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116063,1782042,19.16,9,22,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66461,1848503,19.88,5,27,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44552,1893055,20.36,24,51,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37648,1930703,20.76,6000,6051,0.07,0,0,0,0,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21174,1951877,20.99,19264,25315,0.27,0,0,0,0,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24075,1975952,21.25,35674,60989,0.66,0,0,0,0,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52076,2028028,21.81,56874,117863,1.27,0,0,0,0,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56476,2084504,22.42,68838,186701,2.01,0,0,0,0,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30775,2115279,22.75,35942,222643,2.39,0,0,0,0,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29479,2144758,23.06,26006,248649,2.67,0,0,0,0,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68441,2213199,23.8,84596,333245,3.58,0,0,0,0,0,0,0,0,0.31,0,99.69
2021-01-18T00:00:00.000Z,69817,2283016,24.55,120436,453681,4.88,0,0,0,0,0,0,0,0,0.58,0,99.42
2021-01-19T00:00:00.000Z,72896,2355912,25.33,137847,591528,6.36,0,0,0,0,0,0,0,0,1.09,0,98.91
2021-01-20T00:00:00.000Z,76918,2432830,26.16,143763,735291,7.91,0,0,0,0,0,0,0,0,1.9,0,98.1
2021-01-21T00:00:00.000Z,70001,2502831,26.91,164472,899763,9.68,0,0,0,0,0,0,0,0,2.88,0,97.12
2021-01-22T00:00:00.000Z,37928,2540759,27.32,71131,970894,10.44,0,0,0,0,0,0,0,0,3.39,0,96.61
2021-01-23T00:00:00.000Z,39965,2580724,27.75,53594,1024488,11.02,0,0,0,0,0,0,0,0,3.77,0,96.23
2021-01-24T00:00:00.000Z,69146,2649870,28.5,140707,1165195,12.53,0,0,0,0,0,0,0,0,4.96,0,95.04
2021-01-25T00:00:00.000Z,80943,2730813,29.37,139519,1304714,14.03,0,0,0,0,0,0,0,0,6.61,0,93.39
2021-01-26T00:00:00.000Z,78730,2809543,30.21,126444,1431158,15.39,0,0,0,0,0,0,0,0,8.45,0,91.55
2021-01-27T00:00:00.000Z,77978,2887521,31.05,125067,1556225,16.73,0,0,0,0,0,0,0,0,10.34,0,89.66
2021-01-28T00:00:00.000Z,79569,2967090,31.91,130630,1686855,18.14,0,0,0,0,0,0,0,0,12.43,0,87.57
2021-01-29T00:00:00.000Z,36704,3003794,32.3,64792,1751647,18.84,0,0,0,0,0,0,0,0,13.34,0,86.66
2021-01-30T00:00:00.000Z,34394,3038188,32.67,42766,1794413,19.3,0,0,0,0,0,0,0,0,14.02,0,85.98
2021-01-31T00:00:00.000Z,73330,3111518,33.46,59502,1853915,19.94,0,0,0,0,0,0,0,0,15.76,0,84.24
2021-02-01T00:00:00.000Z,82508,3194026,34.35,35356,1889271,20.32,0,0,0,0,0,0,0,0,17.48,0,82.52
2021-02-02T00:00:00.000Z,70102,3264128,35.1,31072,1920343,20.65,0,0,0,0,0,0,0,0,19.01,0,80.99
2021-02-03T00:00:00.000Z,60307,3324435,35.75,51443,1971786,21.2,0,0,0,0,0,0,0,0,20.47,0,79.53
2021-02-04T00:00:00.000Z,72633,3397068,36.53,58096,2029882,21.83,0,0,0,0,0,0,0,0,22,0,78
2021-02-05T00:00:00.000Z,33943,3431011,36.9,28805,2058687,22.14,0,0,0,0,0,0,0,0,22.75,0,77.25
2021-02-06T00:00:00.000Z,21621,3452632,37.13,22231,2080918,22.38,0,0,0,0,0,0,0,0,23.23,0,76.77
2021-02-07T00:00:00.000Z,54080,3506712,37.71,68739,2149657,23.12,0,0,0,0,0,0,0,0,23.99,0,76.01
2021-02-08T00:00:00.000Z,58639,3565351,38.34,65467,2215124,23.82,0,0,0,0,0,0,0,0,24.52,0,75.48
2021-02-09T00:00:00.000Z,66354,3631705,39.05,67577,2282701,24.55,0,0,0,0,0,0,0,0,25.04,0,74.96
2021-02-10T00:00:00.000Z,70570,3702275,39.81,72312,2355013,25.32,0,0,0,0,0,0,0,0,25.77,0,74.23
2021-02-11T00:00:00.000Z,81174,3783449,40.69,72107,2427120,26.1,0,0,0,0,0,0,0,0,26.61,0,73.39
2021-02-12T00:00:00.000Z,39106,3822555,41.11,37596,2464716,26.5,0,0,0,0,0,0,0,0,27.02,0,72.98
2021-02-13T00:00:00.000Z,27463,3850018,41.4,30440,2495156,26.83,0,0,0,0,0,0,0,0,27.33,0,72.67
2021-02-14T00:00:00.000Z,74915,3924933,42.21,69083,2564239,27.57,0,0,0,0,0,0,0,0,28.25,0,71.75
2021-02-15T00:00:00.000Z,81545,4006478,43.08,75719,2639958,28.39,0,0,0,0,0,0,0,0,29.17,0,70.83
2021-02-16T00:00:00.000Z,83416,4089894,43.98,78299,2718257,29.23,0,0,0,0,0,0,0,0,30.11,0,69.89
2021-02-17T00:00:00.000Z,61983,4151877,44.65,75641,2793898,30.04,0,0,0,0,0,0,0,0,31.01,0,68.99
2021-02-18T00:00:00.000Z,69157,4221034,45.39,79738,2873636,30.9,0,0,0,0,0,0,0,0,31.94,0,68.06
2021-02-19T00:00:00.000Z,39674,4260708,45.82,38162,2911798,31.31,0,0,0,0,0,0,0,0,32.45,0,67.55
2021-02-20T00:00:00.000Z,31650,4292358,46.16,28724,2940522,31.62,0,0,0,0,0,0,0,0,32.85,0,67.15
2021-02-21T00:00:00.000Z,79434,4371792,47.01,78444,3018966,32.46,0,0,0,0,0,0,0,0,33.8,0,66.2
2021-02-22T00:00:00.000Z,85058,4456850,47.93,80592,3099558,33.33,0,0,0,0,0,0,0,0,34.83,0,65.17
2021-02-23T00:00:00.000Z,77329,4534179,48.76,70485,3170043,34.09,0,0,0,0,0,0,0,0,35.84,0,64.16
2021-02-24T00:00:00.000Z,61066,4595245,49.41,63143,3233186,34.77,0,0,0,0,0,0,0,0,36.76,0,63.24
2021-02-25T00:00:00.000Z,51727,4646972,49.97,64805,3297991,35.47,0,0,0,0,0,0,0,0,37.66,0,62.34
2021-02-26T00:00:00.000Z,25911,4672883,50.25,32041,3330032,35.81,0,0,0,0,0,0,0,0,38.1,0,61.9
2021-02-27T00:00:00.000Z,18351,4691234,50.45,21196,3351228,36.04,0,0,0,0,0,0,0,0,38.42,0,61.58
2021-02-28T00:00:00.000Z,40364,4731598,50.88,55873,3407101,36.64,0,0,0,0,0,0,0,0,39.24,0,60.76
2021-03-01T00:00:00.000Z,45748,4777346,51.37,61441,3468542,37.3,0,0,0,0,0,0,0,0,40.1,0,59.9
2021-03-02T00:00:00.000Z,41200,4818546,51.82,64798,3533340,38,0,0,0,0,0,0,0,0,40.85,0,59.15
2021-03-03T00:00:00.000Z,42033,4860579,52.27,66792,3600132,38.71,0,0,0,0,0,0,0,0,41.55,0,58.45
2021-03-04T00:00:00.000Z,39718,4900297,52.7,79125,3679257,39.56,0,0,0,0,0,0,0,0,42.24,0,57.76
2021-03-05T00:00:00.000Z,17367,4917664,52.88,40468,3719725,40,0,0,0,0,0,0,0,0,42.57,0,57.43
2021-03-06T00:00:00.000Z,10722,4928386,53,25347,3745072,40.27,0,0,0,0,0,0,0,0,42.78,0,57.22
2021-03-07T00:00:00.000Z,31156,4959542,53.33,72845,3817917,41.06,0,0,0,0,0,0,0,0,43.36,0,56.64
2021-03-08T00:00:00.000Z,27388,4986930,53.63,73296,3891213,41.84,0,0,0,0,0,0,0,0,43.97,0,56.03
2021-03-09T00:00:00.000Z,26757,5013687,53.91,76599,3967812,42.67,0,0,0,0,0,0,0,0,44.62,0,55.38
2021-03-10T00:00:00.000Z,23371,5037058,54.17,58684,4026496,43.3,0,0,0,0,0,0,0,0,45.27,0,54.73
2021-03-11T00:00:00.000Z,23304,5060362,54.42,69095,4095591,44.04,0,0,0,0,0,0,0,0,45.99,0,54.01
2021-03-12T00:00:00.000Z,11296,5071658,54.54,41414,4137005,44.49,0,0,0,0,0,0,0,0,46.34,0,53.66
2021-03-13T00:00:00.000Z,7952,5079610,54.62,25239,4162244,44.76,0,0,0,0,0,0,0,0,46.57,0,53.43
2021-03-14T00:00:00.000Z,20989,5100599,54.85,73935,4236179,45.55,0,0,0,0,0,0,0,0,47.2,0,52.8
