date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,1914,0.00522466039707419,5632,-233,0,0,0,0,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1914,0.00522466039707419,7857,-230,0,0,0,0,0
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,1914,0.006269592476489028,7012,-231,0,0,0,0,0
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,1914,0.006792058516196447,7012,-231,0,0,0,0,1
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,1914,0.008359456635318705,5177,-230,0,1,0,0,2
2020-03-07T00:00:00.000Z,3,21,21,3,0,18,2,0,1914,0.0109717868338558,4861,-231,0,2,0,0,3
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,1914,0.01410658307210031,7330,-228,0,4,0,0,5
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,1914,0.02142110762800418,6205,-238,0,4,0,0,5
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,1914,0.03187042842215256,6021,-225,0,5,0,0,6
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,1914,0.0438871473354232,5981,-228,0,6,0,0,7
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,1914,0.05590386624869383,5983,-228,0,6,0,0,7
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,1914,0.06635318704284221,4121,-215,0,6,0,0,7
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,1914,0.08725182863113898,3692,-225,0,6,0,0,8
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,1914,0.1076280041797283,5489,-225,0,8,0,0,11
2020-03-16T00:00:00.000Z,25,226,220,11,6,209,7,0,1914,0.1180773249738767,4757,-168,0,9,0,0,13
2020-03-17T00:00:00.000Z,46,261,261,12,7,242,7,0,1914,0.1363636363636364,4331,-117,0,9,0,0,14
2020-03-18T00:00:00.000Z,54,313,275,16,12,285,7,0,1914,0.1635318704284222,3920,-16,0,9,0,0,18
