section,male,female,period
0-9,"{'amount': 4, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.3}",6 חודשים
0-9,"{'amount': 1, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.3}",3 חודשים
0-9,"{'amount': 21, 'percentage': 1}","{'amount': 11, 'percentage': 0.5}",שנה
0-9,"{'amount': 1, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.7}",חודש אחרון
0-9,"{'amount': 35, 'percentage': 0.5}","{'amount': 18, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 11, 'percentage': 0.5}","{'amount': 10, 'percentage': 0.5}",שנה
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.3}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.7}",חודש אחרון
10-19,"{'amount': 25, 'percentage': 0.4}","{'amount': 24, 'percentage': 0.4}",מתחילת קורונה
20-29,"{'amount': 6, 'percentage': 1}","{'amount': 6, 'percentage': 1}",6 חודשים
20-29,"{'amount': 17, 'percentage': 0.8}","{'amount': 17, 'percentage': 0.8}",שנה
20-29,"{'amount': 1, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.7}",חודש אחרון
20-29,"{'amount': 61, 'percentage': 0.9}","{'amount': 64, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 4, 'percentage': 1.4}","{'amount': 2, 'percentage': 0.7}",3 חודשים
30-39,"{'amount': 5, 'percentage': 0.8}","{'amount': 9, 'percentage': 1.5}",6 חודשים
30-39,"{'amount': 3, 'percentage': 1}","{'amount': 2, 'percentage': 0.7}",3 חודשים
30-39,"{'amount': 31, 'percentage': 1.5}","{'amount': 25, 'percentage': 1.2}",שנה
30-39,"{'amount': 2, 'percentage': 1.3}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 109, 'percentage': 1.6}","{'amount': 116, 'percentage': 1.7}",מתחילת קורונה
40-49,"{'amount': 6, 'percentage': 1}","{'amount': 7, 'percentage': 1.2}",6 חודשים
40-49,"{'amount': 2, 'percentage': 0.7}","{'amount': 3, 'percentage': 1}",3 חודשים
40-49,"{'amount': 53, 'percentage': 2.6}","{'amount': 25, 'percentage': 1.2}",שנה
40-49,"{'amount': 1, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.7}",חודש אחרון
40-49,"{'amount': 272, 'percentage': 4}","{'amount': 146, 'percentage': 2.2}",מתחילת קורונה
50-59,"{'amount': 131, 'percentage': 6.4}","{'amount': 71, 'percentage': 3.5}",שנה
50-59,"{'amount': 34, 'percentage': 5.6}","{'amount': 18, 'percentage': 3}",6 חודשים
50-59,"{'amount': 16, 'percentage': 5.5}","{'amount': 8, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 11, 'percentage': 7.4}","{'amount': 3, 'percentage': 2}",חודש אחרון
50-59,"{'amount': 579, 'percentage': 8.5}","{'amount': 276, 'percentage': 4.1}",מתחילת קורונה
60-69,"{'amount': 245, 'percentage': 12}","{'amount': 137, 'percentage': 6.7}",שנה
60-69,"{'amount': 75, 'percentage': 12.4}","{'amount': 43, 'percentage': 7.1}",6 חודשים
60-69,"{'amount': 28, 'percentage': 9.6}","{'amount': 23, 'percentage': 7.9}",3 חודשים
60-69,"{'amount': 1019, 'percentage': 15}","{'amount': 550, 'percentage': 8.1}",מתחילת קורונה
60-69,"{'amount': 12, 'percentage': 8.1}","{'amount': 15, 'percentage': 10.1}",חודש אחרון
70-79,"{'amount': 108, 'percentage': 17.8}","{'amount': 68, 'percentage': 11.2}",6 חודשים
70-79,"{'amount': 57, 'percentage': 19.6}","{'amount': 33, 'percentage': 11.3}",3 חודשים
70-79,"{'amount': 359, 'percentage': 17.6}","{'amount': 216, 'percentage': 10.6}",שנה
70-79,"{'amount': 28, 'percentage': 18.8}","{'amount': 21, 'percentage': 14.1}",חודש אחרון
70-79,"{'amount': 1162, 'percentage': 17.2}","{'amount': 663, 'percentage': 9.8}",מתחילת קורונה
80-89,"{'amount': 42, 'percentage': 14.4}","{'amount': 34, 'percentage': 11.7}",3 חודשים
80-89,"{'amount': 279, 'percentage': 13.6}","{'amount': 221, 'percentage': 10.8}",שנה
80-89,"{'amount': 91, 'percentage': 15}","{'amount': 72, 'percentage': 11.9}",6 חודשים
80-89,"{'amount': 745, 'percentage': 11}","{'amount': 559, 'percentage': 8.3}",מתחילת קורונה
80-89,"{'amount': 19, 'percentage': 12.8}","{'amount': 17, 'percentage': 11.4}",חודש אחרון
90+,"{'amount': 28, 'percentage': 4.6}","{'amount': 23, 'percentage': 3.8}",6 חודשים
90+,"{'amount': 84, 'percentage': 4.1}","{'amount': 80, 'percentage': 3.9}",שנה
90+,"{'amount': 17, 'percentage': 5.8}","{'amount': 14, 'percentage': 4.8}",3 חודשים
90+,"{'amount': 8, 'percentage': 5.4}","{'amount': 6, 'percentage': 4}",חודש אחרון
90+,"{'amount': 179, 'percentage': 2.6}","{'amount': 172, 'percentage': 2.5}",מתחילת קורונה
