Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose,vaccinated_fourth_dose_cum,vaccinated_fourth_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,68,0,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7391,7459,0.08,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24920,32379,0.35,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44660,77039,0.83,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62909,139948,1.5,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73422,213370,2.29,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38510,251880,2.71,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32614,284494,3.06,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104557,389051,4.18,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135006,524057,5.64,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156289,680346,7.32,2,6,0,0,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153143,833489,8.96,0,6,0,0,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158551,992040,10.67,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71417,1063457,11.44,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71723,1135180,12.21,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149727,1284907,13.82,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152174,1437081,15.45,1,7,0,0,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125179,1562260,16.8,3,10,0,0,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103333,1665593,17.91,2,12,0,0,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116024,1781617,19.16,9,21,0,0,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66443,1848060,19.87,4,25,0,0,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44536,1892596,20.35,24,49,0,0,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37634,1930230,20.76,5999,6048,0.07,0,0,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21161,1951391,20.98,19262,25310,0.27,0,0,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24061,1975452,21.24,35669,60979,0.66,0,0,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52055,2027507,21.8,56869,117848,1.27,0,0,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56460,2083967,22.41,68833,186681,2.01,0,0,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30757,2114724,22.74,35936,222617,2.39,0,0,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29471,2144195,23.06,26004,248621,2.67,0,0,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68422,2212617,23.79,84587,333208,3.58,0,0,0,0,0,0,0.31,0,99.69
2021-01-18T00:00:00.000Z,69795,2282412,24.54,120414,453622,4.88,0,0,0,0,0,0,0.58,0,99.42
2021-01-19T00:00:00.000Z,72876,2355288,25.33,137816,591438,6.36,0,0,0,0,0,0,1.09,0,98.91
2021-01-20T00:00:00.000Z,76888,2432176,26.15,143741,735179,7.91,0,0,0,0,0,0,1.9,0,98.1
2021-01-21T00:00:00.000Z,69981,2502157,26.91,164429,899608,9.67,0,0,0,0,0,0,2.88,0,97.12
2021-01-22T00:00:00.000Z,37911,2540068,27.31,71123,970731,10.44,0,0,0,0,0,0,3.39,0,96.61
2021-01-23T00:00:00.000Z,39962,2580030,27.74,53571,1024302,11.01,0,0,0,0,0,0,3.77,0,96.23
2021-01-24T00:00:00.000Z,69130,2649160,28.49,140681,1164983,12.53,0,0,0,0,0,0,4.96,0,95.04
2021-01-25T00:00:00.000Z,80928,2730088,29.36,139498,1304481,14.03,0,0,0,0,0,0,6.61,0,93.39
2021-01-26T00:00:00.000Z,78707,2808795,30.2,126413,1430894,15.39,0,0,0,0,0,0,8.45,0,91.55
2021-01-27T00:00:00.000Z,77956,2886751,31.04,125039,1555933,16.73,0,0,0,0,0,0,10.34,0,89.66
2021-01-28T00:00:00.000Z,79556,2966307,31.9,130597,1686530,18.14,0,0,0,0,0,0,12.43,0,87.57
2021-01-29T00:00:00.000Z,36687,3002994,32.29,64779,1751309,18.83,0,0,0,0,0,0,13.34,0,86.66
2021-01-30T00:00:00.000Z,34389,3037383,32.66,42756,1794065,19.29,0,0,0,0,0,0,14.02,0,85.98
2021-01-31T00:00:00.000Z,73316,3110699,33.45,59491,1853556,19.93,0,0,0,0,0,0,15.76,0,84.24
2021-02-01T00:00:00.000Z,82483,3193182,34.34,35344,1888900,20.31,0,0,0,0,0,0,17.48,0,82.52
2021-02-02T00:00:00.000Z,70085,3263267,35.09,31059,1919959,20.65,0,0,0,0,0,0,19.01,0,80.99
2021-02-03T00:00:00.000Z,60293,3323560,35.74,51427,1971386,21.2,0,0,0,0,0,0,20.47,0,79.53
2021-02-04T00:00:00.000Z,72605,3396165,36.52,58082,2029468,21.82,0,0,0,0,0,0,22,0,78
2021-02-05T00:00:00.000Z,33932,3430097,36.89,28794,2058262,22.13,0,0,0,0,0,0,22.75,0,77.25
2021-02-06T00:00:00.000Z,21613,3451710,37.12,22227,2080489,22.37,0,0,0,0,0,0,23.23,0,76.77
2021-02-07T00:00:00.000Z,54070,3505780,37.7,68722,2149211,23.11,0,0,0,0,0,0,23.99,0,76.01
