Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose_cum,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,83,0,0,4,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7386,7469,0.08,0,4,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24911,32380,0.35,0,4,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44643,77023,0.83,0,4,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62902,139925,1.5,0,4,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73413,213338,2.29,0,4,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38503,251841,2.71,0,4,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32610,284451,3.06,0,4,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104552,389003,4.18,0,4,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135006,524009,5.63,0,4,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156269,680278,7.32,1,5,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153111,833389,8.96,0,5,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158537,991926,10.67,0,5,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71411,1063337,11.43,0,5,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71730,1135067,12.21,0,5,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149734,1284801,13.82,0,5,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152158,1436959,15.45,2,7,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125176,1562135,16.8,2,9,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103340,1665475,17.91,2,11,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116047,1781522,19.16,6,17,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66456,1847978,19.87,4,21,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44532,1892510,20.35,25,46,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37638,1930148,20.76,5994,6040,0.07,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21141,1951289,20.98,19255,25295,0.27,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24038,1975327,21.24,35660,60955,0.66,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52045,2027372,21.8,56861,117816,1.27,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56449,2083821,22.41,68829,186645,2.01,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30746,2114567,22.74,35926,222571,2.39,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29448,2144015,23.06,26003,248574,2.67,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68400,2212415,23.79,84577,333151,3.58,0,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69728,2282143,24.54,120388,453539,4.88,0,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72820,2354963,25.32,137790,591329,6.36,0,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76812,2431775,26.15,143699,735028,7.9,0,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69924,2501699,26.9,164367,899395,9.67,0,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37869,2539568,27.31,71089,970484,10.44,0,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39932,2579500,27.74,53565,1024049,11.01,0,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69068,2648568,28.48,140648,1164697,12.52,0,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80867,2729435,29.35,139452,1304149,14.02,0,0,0,0,6.78,0,93.22
2021-01-26T00:00:00.000Z,78651,2808086,30.2,126372,1430521,15.38,0,0,0,0,8.65,0,91.35
2021-01-27T00:00:00.000Z,77896,2885982,31.03,124990,1555511,16.73,0,0,0,0,10.56,0,89.44
2021-01-28T00:00:00.000Z,79504,2965486,31.89,130556,1686067,18.13,0,0,0,0,12.69,0,87.31
2021-01-29T00:00:00.000Z,36645,3002131,32.28,64755,1750822,18.83,0,0,0,0,13.61,0,86.39
2021-01-30T00:00:00.000Z,34367,3036498,32.65,42738,1793560,19.29,0,0,0,0,14.3,0,85.7
2021-01-31T00:00:00.000Z,73299,3109797,33.44,59469,1853029,19.93,0,0,0,0,16.07,0,83.93
2021-02-01T00:00:00.000Z,82456,3192253,34.33,35311,1888340,20.31,0,0,0,0,17.81,0,82.19
2021-02-02T00:00:00.000Z,70028,3262281,35.08,31034,1919374,20.64,0,0,0,0,19.35,0,80.65
2021-02-03T00:00:00.000Z,60246,3322527,35.73,51390,1970764,21.19,0,0,0,0,20.84,0,79.16
2021-02-04T00:00:00.000Z,72571,3395098,36.51,58042,2028806,21.82,0,0,0,0,22.39,0,77.61
2021-02-05T00:00:00.000Z,33892,3428990,36.87,28766,2057572,22.13,0,0,0,0,23.15,0,76.85
2021-02-06T00:00:00.000Z,21590,3450580,37.11,22206,2079778,22.36,0,0,0,0,23.64,0,76.36
2021-02-07T00:00:00.000Z,54052,3504632,37.69,68693,2148471,23.1,0,0,0,0,24.4,0,75.6
2021-02-08T00:00:00.000Z,58598,3563230,38.32,65411,2213882,23.81,0,0,0,0,24.95,0,75.05
2021-02-09T00:00:00.000Z,66294,3629524,39.03,67504,2281386,24.53,0,0,0,0,25.48,0,74.52
2021-02-10T00:00:00.000Z,70511,3700035,39.79,72236,2353622,25.31,0,0,0,0,26.23,0,73.77
2021-02-11T00:00:00.000Z,81100,3781135,40.66,72041,2425663,26.08,0,0,0,0,27.08,0,72.92
2021-02-12T00:00:00.000Z,39056,3820191,41.08,37547,2463210,26.49,0,0,0,0,27.5,0,72.5
2021-02-13T00:00:00.000Z,27433,3847624,41.38,30405,2493615,26.82,0,0,0,0,27.82,0,72.18
2021-02-14T00:00:00.000Z,74867,3922491,42.18,69031,2562646,27.56,0,0,0,0,28.76,0,71.24
2021-02-15T00:00:00.000Z,81493,4003984,43.06,75651,2638297,28.37,0,0,0,0,29.69,0,70.31
2021-02-16T00:00:00.000Z,83379,4087363,43.95,78233,2716530,29.21,0,0,0,0,30.64,0,69.36
2021-02-17T00:00:00.000Z,61924,4149287,44.62,75581,2792111,30.03,0,0,0,0,31.56,0,68.44
2021-02-18T00:00:00.000Z,69104,4218391,45.36,79695,2871806,30.88,0,0,0,0,32.51,0,67.49
2021-02-19T00:00:00.000Z,39617,4258008,45.79,38114,2909920,31.29,0,0,0,0,33.02,0,66.98
2021-02-20T00:00:00.000Z,31623,4289631,46.13,28706,2938626,31.6,0,0,0,0,33.43,0,66.57
2021-02-21T00:00:00.000Z,79394,4369025,46.98,78400,3017026,32.44,0,0,0,0,34.39,0,65.61
2021-02-22T00:00:00.000Z,85011,4454036,47.9,80562,3097588,33.31,0,0,0,0,35.44,0,64.56
2021-02-23T00:00:00.000Z,77282,4531318,48.73,70417,3168005,34.07,0,0,0,0,36.47,0,63.53
2021-02-24T00:00:00.000Z,61013,4592331,49.38,63079,3231084,34.75,0,0,0,0,37.4,0,62.6
2021-02-25T00:00:00.000Z,51670,4644001,49.94,64749,3295833,35.44,0,0,0,0,38.31,0,61.69
2021-02-26T00:00:00.000Z,25863,4669864,50.22,31999,3327832,35.79,0,0,0,0,38.76,0,61.24
2021-02-27T00:00:00.000Z,18310,4688174,50.41,21180,3349012,36.01,0,0,0,0,39.08,0,60.92
2021-02-28T00:00:00.000Z,40316,4728490,50.85,55843,3404855,36.61,0,0,0,0,39.92,0,60.08
2021-03-01T00:00:00.000Z,45688,4774178,51.34,61399,3466254,37.27,0,0,0,0,40.78,0,59.22
2021-03-02T00:00:00.000Z,41137,4815315,51.78,64741,3530995,37.97,0,0,0,0,41.54,0,58.46
2021-03-03T00:00:00.000Z,41960,4857275,52.23,66737,3597732,38.69,0,0,0,0,42.25,0,57.75
2021-03-04T00:00:00.000Z,39650,4896925,52.66,79059,3676791,39.54,0,0,0,0,42.95,0,57.05
2021-03-05T00:00:00.000Z,17302,4914227,52.85,40432,3717223,39.97,0,0,0,0,43.28,0,56.72
2021-03-06T00:00:00.000Z,10674,4924901,52.96,25328,3742551,40.25,0,0,0,0,43.5,0,56.5
2021-03-07T00:00:00.000Z,31095,4955996,53.29,72812,3815363,41.03,0,0,0,0,44.09,0,55.91
2021-03-08T00:00:00.000Z,27320,4983316,53.59,73247,3888610,41.82,0,0,0,0,44.71,0,55.29
2021-03-09T00:00:00.000Z,26687,5010003,53.88,76565,3965175,42.64,0,0,0,0,45.37,0,54.63
2021-03-10T00:00:00.000Z,23283,5033286,54.13,58631,4023806,43.27,0,0,0,0,46.03,0,53.97
2021-03-11T00:00:00.000Z,23245,5056531,54.38,69033,4092839,44.01,0,0,0,0,46.76,0,53.24
2021-03-12T00:00:00.000Z,11227,5067758,54.5,41369,4134208,44.46,0,0,0,0,47.12,0,52.88
2021-03-13T00:00:00.000Z,7918,5075676,54.58,25221,4159429,44.73,0,0,0,0,47.35,0,52.65
2021-03-14T00:00:00.000Z,20923,5096599,54.81,73904,4233333,45.52,0,0,0,0,47.99,0,52.01
2021-03-15T00:00:00.000Z,20086,5116685,55.02,78223,4311556,46.36,0,0,0,0,48.61,0,51.39
2021-03-16T00:00:00.000Z,18694,5135379,55.22,71435,4382991,47.13,0,0,0,0,49.23,0,50.77
2021-03-17T00:00:00.000Z,17641,5153020,55.41,58970,4441961,47.77,0,0,0,0,49.72,0,50.28
2021-03-18T00:00:00.000Z,15996,5169016,55.58,58077,4500038,48.39,0,0,0,0,50.26,0,49.74
2021-03-19T00:00:00.000Z,6898,5175914,55.66,27939,4527977,48.69,0,0,0,0,50.56,0,49.44
2021-03-20T00:00:00.000Z,5193,5181107,55.72,15273,4543250,48.86,0,0,0,0,50.74,0,49.26
2021-03-21T00:00:00.000Z,13126,5194233,55.86,40466,4583716,49.29,0,0,0,0,51.27,0,48.73
2021-03-22T00:00:00.000Z,13512,5207745,56,40497,4624213,49.73,0,0,0,0,51.81,0,48.19
2021-03-23T00:00:00.000Z,2778,5210523,56.03,7255,4631468,49.8,0,0,0,0,52.24,0,47.76
2021-03-24T00:00:00.000Z,10952,5221475,56.15,46502,4677970,50.3,0,0,0,0,52.65,0,47.35
2021-03-25T00:00:00.000Z,10200,5231675,56.26,35390,4713360,50.69,0,0,0,0,53.04,0,46.96
2021-03-26T00:00:00.000Z,4130,5235805,56.3,13294,4726654,50.83,0,0,0,0,53.22,0,46.78
2021-03-27T00:00:00.000Z,1766,5237571,56.32,4244,4730898,50.87,0,0,0,0,53.31,0,46.69
2021-03-28T00:00:00.000Z,2084,5239655,56.34,4591,4735489,50.92,0,0,0,0,53.55,0,46.45
2021-03-29T00:00:00.000Z,6855,5246510,56.42,29977,4765466,51.25,0,0,0,0,53.81,0,46.19
2021-03-30T00:00:00.000Z,7821,5254331,56.5,22391,4787857,51.49,0,0,0,0,53.9,0,46.1
2021-03-31T00:00:00.000Z,8096,5262427,56.59,19424,4807281,51.7,0,0,0,0,54.2,0,45.8
2021-04-01T00:00:00.000Z,8123,5270550,56.68,18640,4825921,51.9,0,0,0,0,54.43,0,45.57
2021-04-02T00:00:00.000Z,2883,5273433,56.71,8084,4834005,51.98,0,0,0,0,54.52,0,45.48
2021-04-03T00:00:00.000Z,1405,5274838,56.72,2935,4836940,52.01,0,0,0,0,54.55,0,45.45
2021-04-04T00:00:00.000Z,9604,5284442,56.83,22797,4859737,52.26,0,0,0,0,54.64,0,45.36
2021-04-05T00:00:00.000Z,10304,5294746,56.94,21209,4880946,52.49,0,0,0,0,54.86,0,45.14
2021-04-06T00:00:00.000Z,8965,5303711,57.03,16726,4897672,52.67,0,0,0,0,55.03,0,44.97
2021-04-07T00:00:00.000Z,8865,5312576,57.13,15233,4912905,52.83,0,0,0,0,55.18,0,44.82
2021-04-08T00:00:00.000Z,9347,5321923,57.23,16942,4929847,53.01,0,0,0,0,55.34,0,44.66
2021-04-09T00:00:00.000Z,3540,5325463,57.27,6181,4936028,53.08,0,0,0,0,55.4,0,44.6
2021-04-10T00:00:00.000Z,1603,5327066,57.28,3493,4939521,53.12,0,0,0,0,55.43,0,44.57
2021-04-11T00:00:00.000Z,8997,5336063,57.38,14210,4953731,53.27,0,0,0,0,55.61,0,44.39
2021-04-12T00:00:00.000Z,8882,5344945,57.48,13183,4966914,53.41,0,0,0,0,55.77,0,44.23
2021-04-13T00:00:00.000Z,5781,5350726,57.54,4907,4971821,53.46,0,0,0,0,55.9,0,44.1
2021-04-14T00:00:00.000Z,3586,5354312,57.58,5252,4977073,53.52,0,0,0,0,56,0,44
2021-04-15T00:00:00.000Z,633,5354945,57.58,543,4977616,53.53,0,0,0,0,56.1,0,43.9
2021-04-16T00:00:00.000Z,3360,5358305,57.62,6605,4984221,53.6,0,0,0,0,56.15,0,43.85
2021-04-17T00:00:00.000Z,794,5359099,57.63,1953,4986174,53.62,0,0,0,0,56.17,0,43.83
2021-04-18T00:00:00.000Z,7061,5366160,57.7,7407,4993581,53.7,0,0,0,0,56.29,0,43.71
2021-04-19T00:00:00.000Z,6358,5372518,57.77,7074,5000655,53.77,0,0,0,0,56.4,0,43.6
2021-04-20T00:00:00.000Z,6218,5378736,57.84,6834,5007489,53.85,0,0,0,0,56.47,0,43.53
2021-04-21T00:00:00.000Z,6308,5385044,57.91,7049,5014538,53.92,0,0,0,0,56.54,0,43.46
2021-04-22T00:00:00.000Z,5893,5390937,57.97,7627,5022165,54.01,0,0,0,0,56.58,0,43.42
2021-04-23T00:00:00.000Z,2719,5393656,58,3341,5025506,54.04,0,0,0,0,56.63,0,43.37
2021-04-24T00:00:00.000Z,735,5394391,58.01,1262,5026768,54.06,0,0,0,0,56.64,0,43.36
2021-04-25T00:00:00.000Z,4799,5399190,58.06,6889,5033657,54.13,0,0,0,0,56.71,0,43.29
2021-04-26T00:00:00.000Z,5427,5404617,58.12,7845,5041502,54.21,0,0,0,0,56.79,0,43.21
2021-04-27T00:00:00.000Z,4463,5409080,58.17,6571,5048073,54.28,0,0,0,0,56.85,0,43.15
2021-04-28T00:00:00.000Z,4446,5413526,58.21,7268,5055341,54.36,0,0,0,0,56.92,0,43.08
2021-04-29T00:00:00.000Z,4323,5417849,58.26,7232,5062573,54.44,0,0,0,0,56.99,0,43.01
2021-04-30T00:00:00.000Z,1881,5419730,58.28,3143,5065716,54.47,0,0,0,0,57.02,0,42.98
2021-05-01T00:00:00.000Z,437,5420167,58.29,879,5066595,54.48,0,0,0,0,57.03,0,42.97
2021-05-02T00:00:00.000Z,3206,5423373,58.32,6056,5072651,54.55,0,0,0,0,57.08,0,42.92
2021-05-03T00:00:00.000Z,3504,5426877,58.36,5769,5078420,54.61,0,0,0,0,57.15,0,42.85
2021-05-04T00:00:00.000Z,3544,5430421,58.4,4683,5083103,54.66,0,0,0,0,57.2,0,42.8
2021-05-05T00:00:00.000Z,3239,5433660,58.43,4028,5087131,54.7,0,0,0,0,57.26,0,42.74
2021-05-06T00:00:00.000Z,3584,5437244,58.47,3081,5090212,54.74,0,0,0,0,57.32,0,42.68
2021-05-07T00:00:00.000Z,1781,5439025,58.49,2444,5092656,54.76,0,0,0,0,57.35,0,42.65
2021-05-08T00:00:00.000Z,219,5439244,58.49,483,5093139,54.77,0,0,0,0,57.35,0,42.65
2021-05-09T00:00:00.000Z,2825,5442069,58.52,4716,5097855,54.82,0,0,0,0,57.4,0,42.6
2021-05-10T00:00:00.000Z,2856,5444925,58.55,4663,5102518,54.87,0,0,0,0,57.45,0,42.55
2021-05-11T00:00:00.000Z,2566,5447491,58.58,3826,5106344,54.91,0,0,0,0,57.49,0,42.51
2021-05-12T00:00:00.000Z,1979,5449470,58.6,3269,5109613,54.95,0,0,0,0,57.53,0,42.47
2021-05-13T00:00:00.000Z,2000,5451470,58.62,3617,5113230,54.99,0,0,0,0,57.56,0,42.44
2021-05-14T00:00:00.000Z,927,5452397,58.63,1450,5114680,55,0,0,0,0,57.57,0,42.43
2021-05-15T00:00:00.000Z,223,5452620,58.63,225,5114905,55,0,0,0,0,57.58,0,42.42
2021-05-16T00:00:00.000Z,508,5453128,58.64,1187,5116092,55.02,0,0,0,0,57.6,0,42.4
2021-05-17T00:00:00.000Z,267,5453395,58.64,813,5116905,55.02,0,0,0,0,57.63,0,42.37
2021-05-18T00:00:00.000Z,1924,5455319,58.66,4903,5121808,55.08,0,0,0,0,57.66,0,42.34
2021-05-19T00:00:00.000Z,2177,5457496,58.69,4994,5126802,55.13,0,0,0,0,57.69,0,42.31
2021-05-20T00:00:00.000Z,2260,5459756,58.71,3830,5130632,55.17,0,0,0,0,57.72,0,42.28
2021-05-21T00:00:00.000Z,1144,5460900,58.72,1363,5131995,55.19,0,0,0,0,57.74,0,42.26
2021-05-22T00:00:00.000Z,194,5461094,58.73,368,5132363,55.19,0,0,0,0,57.74,0,42.26
2021-05-23T00:00:00.000Z,2255,5463349,58.75,3200,5135563,55.23,0,0,0,0,57.76,0,42.24
