section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.5}",חודש אחרון,5
0-9,"{'amount': 8, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 3, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.4}",3 חודשים,4
0-9,"{'amount': 10, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 14, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.7}",חודש אחרון,5
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.6}",3 חודשים,4
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 4, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 11, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 7, 'percentage': 0.7}","{'amount': 10, 'percentage': 1}",6 חודשים,3
20-29,"{'amount': 3, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.4}",3 חודשים,4
20-29,"{'amount': 3, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.2}",חודש אחרון,5
20-29,"{'amount': 39, 'percentage': 0.9}","{'amount': 32, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 31, 'percentage': 0.9}","{'amount': 29, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 68, 'percentage': 2}","{'amount': 50, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 34, 'percentage': 3.5}","{'amount': 19, 'percentage': 2}",6 חודשים,3
30-39,"{'amount': 12, 'percentage': 2.4}","{'amount': 10, 'percentage': 2}",3 חודשים,4
30-39,"{'amount': 12, 'percentage': 2.8}","{'amount': 8, 'percentage': 1.9}",חודש אחרון,5
30-39,"{'amount': 77, 'percentage': 1.8}","{'amount': 68, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 82, 'percentage': 2.4}","{'amount': 155, 'percentage': 4.5}",שנה,2
40-49,"{'amount': 26, 'percentage': 2.7}","{'amount': 56, 'percentage': 5.8}",6 חודשים,3
40-49,"{'amount': 13, 'percentage': 2.6}","{'amount': 26, 'percentage': 5.2}",3 חודשים,4
40-49,"{'amount': 12, 'percentage': 2.8}","{'amount': 20, 'percentage': 4.7}",חודש אחרון,5
40-49,"{'amount': 96, 'percentage': 2.3}","{'amount': 180, 'percentage': 4.3}",מתחילת קורונה,1
50-59,"{'amount': 61, 'percentage': 6.4}","{'amount': 97, 'percentage': 10.1}",6 חודשים,3
50-59,"{'amount': 24, 'percentage': 4.8}","{'amount': 35, 'percentage': 7}",3 חודשים,4
50-59,"{'amount': 144, 'percentage': 4.2}","{'amount': 329, 'percentage': 9.5}",שנה,2
50-59,"{'amount': 169, 'percentage': 4}","{'amount': 392, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 22, 'percentage': 5.1}","{'amount': 31, 'percentage': 7.2}",חודש אחרון,5
60-69,"{'amount': 53, 'percentage': 10.6}","{'amount': 67, 'percentage': 13.3}",3 חודשים,4
60-69,"{'amount': 96, 'percentage': 10}","{'amount': 127, 'percentage': 13.2}",6 חודשים,3
60-69,"{'amount': 44, 'percentage': 10.3}","{'amount': 60, 'percentage': 14}",חודש אחרון,5
60-69,"{'amount': 334, 'percentage': 8}","{'amount': 689, 'percentage': 16.4}",מתחילת קורונה,1
60-69,"{'amount': 288, 'percentage': 8.3}","{'amount': 572, 'percentage': 16.5}",שנה,2
70-79,"{'amount': 32, 'percentage': 7.5}","{'amount': 74, 'percentage': 17.3}",חודש אחרון,5
70-79,"{'amount': 42, 'percentage': 8.4}","{'amount': 86, 'percentage': 17.1}",3 חודשים,4
70-79,"{'amount': 93, 'percentage': 9.7}","{'amount': 131, 'percentage': 13.7}",6 חודשים,3
70-79,"{'amount': 328, 'percentage': 9.5}","{'amount': 617, 'percentage': 17.8}",שנה,2
70-79,"{'amount': 385, 'percentage': 9.2}","{'amount': 759, 'percentage': 18.1}",מתחילת קורונה,1
80-89,"{'amount': 49, 'percentage': 9.8}","{'amount': 53, 'percentage': 10.6}",3 חודשים,4
80-89,"{'amount': 253, 'percentage': 7.3}","{'amount': 353, 'percentage': 10.2}",שנה,2
80-89,"{'amount': 71, 'percentage': 7.4}","{'amount': 87, 'percentage': 9.1}",6 חודשים,3
80-89,"{'amount': 40, 'percentage': 9.3}","{'amount': 47, 'percentage': 11}",חודש אחרון,5
80-89,"{'amount': 314, 'percentage': 7.5}","{'amount': 444, 'percentage': 10.6}",מתחילת קורונה,1
90+,"{'amount': 81, 'percentage': 1.9}","{'amount': 92, 'percentage': 2.2}",מתחילת קורונה,1
90+,"{'amount': 7, 'percentage': 1.6}","{'amount': 9, 'percentage': 2.1}",חודש אחרון,5
90+,"{'amount': 8, 'percentage': 1.6}","{'amount': 12, 'percentage': 2.4}",3 חודשים,4
90+,"{'amount': 13, 'percentage': 1.4}","{'amount': 18, 'percentage': 1.9}",6 חודשים,3
90+,"{'amount': 60, 'percentage': 1.7}","{'amount': 72, 'percentage': 2.1}",שנה,2
