Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,60,0,0,0,0
2020-12-20T00:00:00.000Z,7373,7433,0.08,0,0,0
2020-12-21T00:00:00.000Z,24884,32317,0.35,0,0,0
2020-12-22T00:00:00.000Z,44614,76931,0.83,0,0,0
2020-12-23T00:00:00.000Z,62830,139761,1.5,0,0,0
2020-12-24T00:00:00.000Z,73328,213089,2.29,0,0,0
2020-12-25T00:00:00.000Z,38450,251539,2.7,0,0,0
2020-12-26T00:00:00.000Z,32573,284112,3.06,0,0,0
2020-12-27T00:00:00.000Z,104369,388481,4.18,0,0,0
2020-12-28T00:00:00.000Z,134804,523285,5.63,0,0,0
2020-12-29T00:00:00.000Z,155945,679230,7.3,0,0,0
2020-12-30T00:00:00.000Z,152722,831952,8.95,0,0,0
2020-12-31T00:00:00.000Z,158173,990125,10.65,0,0,0
2021-01-01T00:00:00.000Z,71234,1061359,11.41,0,0,0
2021-01-02T00:00:00.000Z,71623,1132982,12.18,0,0,0
2021-01-03T00:00:00.000Z,149401,1282383,13.79,0,0,0
2021-01-04T00:00:00.000Z,151836,1434219,15.42,1,1,0
2021-01-05T00:00:00.000Z,124852,1559071,16.77,0,1,0
2021-01-06T00:00:00.000Z,103074,1662145,17.87,0,1,0
2021-01-07T00:00:00.000Z,115823,1777968,19.12,4,5,0
2021-01-08T00:00:00.000Z,66295,1844263,19.83,3,8,0
2021-01-09T00:00:00.000Z,44455,1888718,20.31,22,30,0
2021-01-10T00:00:00.000Z,37535,1926253,20.71,5986,6016,0.06
2021-01-11T00:00:00.000Z,21013,1947266,20.94,19237,25253,0.27
2021-01-12T00:00:00.000Z,23906,1971172,21.2,35638,60891,0.65
2021-01-13T00:00:00.000Z,51918,2023090,21.76,56813,117704,1.27
2021-01-14T00:00:00.000Z,56302,2079392,22.36,68754,186458,2.01
2021-01-15T00:00:00.000Z,30614,2110006,22.69,35882,222340,2.39
2021-01-16T00:00:00.000Z,29367,2139373,23.01,25977,248317,2.67
2021-01-17T00:00:00.000Z,68252,2207625,23.74,84457,332774,3.58
2021-01-18T00:00:00.000Z,69525,2277150,24.49,120213,452987,4.87
2021-01-19T00:00:00.000Z,72576,2349726,25.27,137522,590509,6.35
2021-01-20T00:00:00.000Z,76533,2426259,26.09,143396,733905,7.89
2021-01-21T00:00:00.000Z,69581,2495840,26.84,163956,897861,9.66
2021-01-22T00:00:00.000Z,37713,2533553,27.24,70924,968785,10.42
2021-01-23T00:00:00.000Z,39849,2573402,27.67,53472,1022257,10.99
2021-01-24T00:00:00.000Z,68937,2642339,28.41,140339,1162596,12.5
2021-01-25T00:00:00.000Z,80733,2723072,29.28,139168,1301764,14
2021-01-26T00:00:00.000Z,78477,2801549,30.13,126065,1427829,15.35
2021-01-27T00:00:00.000Z,77690,2879239,30.96,124722,1552551,16.7
2021-01-28T00:00:00.000Z,79409,2958648,31.82,130292,1682843,18.1
2021-01-29T00:00:00.000Z,36522,2995170,32.21,64610,1747453,18.79
2021-01-30T00:00:00.000Z,34287,3029457,32.58,42663,1790116,19.25
2021-01-31T00:00:00.000Z,73175,3102632,33.36,59339,1849455,19.89
2021-02-01T00:00:00.000Z,82270,3184902,34.25,35208,1884663,20.27
2021-02-02T00:00:00.000Z,69862,3254764,35,30948,1915611,20.6
2021-02-03T00:00:00.000Z,60070,3314834,35.65,51269,1966880,21.15
2021-02-04T00:00:00.000Z,72386,3387220,36.42,57920,2024800,21.77
2021-02-05T00:00:00.000Z,33777,3420997,36.79,28656,2053456,22.08
2021-02-06T00:00:00.000Z,21532,3442529,37.02,22140,2075596,22.32
2021-02-07T00:00:00.000Z,53941,3496470,37.6,68542,2144138,23.06
