Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose,vaccinated_fourth_dose_cum,vaccinated_omicron_cum,vaccinated_omicron_population_perc,vaccinated_fourth_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,70,0,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7395,7465,0.08,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24923,32388,0.35,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44669,77057,0.83,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62918,139975,1.51,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73429,213404,2.29,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38517,251921,2.71,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32617,284538,3.06,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104571,389109,4.18,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135040,524149,5.64,0,4,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156334,680483,7.32,2,6,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153186,833669,8.96,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158593,992262,10.67,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71435,1063697,11.44,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71742,1135439,12.21,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149762,1285201,13.82,0,6,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152201,1437402,15.46,1,7,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125218,1562620,16.8,4,11,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103371,1665991,17.92,2,13,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116062,1782053,19.16,9,22,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66462,1848515,19.88,5,27,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44552,1893067,20.36,24,51,0,0,0,0,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37649,1930716,20.76,6000,6051,0.07,0,0,0,0,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21174,1951890,20.99,19264,25315,0.27,0,0,0,0,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24075,1975965,21.25,35675,60990,0.66,0,0,0,0,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52077,2028042,21.81,56874,117864,1.27,0,0,0,0,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56477,2084519,22.42,68838,186702,2.01,0,0,0,0,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30776,2115295,22.75,35942,222644,2.39,0,0,0,0,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29481,2144776,23.06,26006,248650,2.67,0,0,0,0,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68442,2213218,23.8,84596,333246,3.58,0,0,0,0,0,0,0,0,0.31,0,99.69
2021-01-18T00:00:00.000Z,69820,2283038,24.55,120437,453683,4.88,0,0,0,0,0,0,0,0,0.58,0,99.42
2021-01-19T00:00:00.000Z,72896,2355934,25.33,137847,591530,6.36,0,0,0,0,0,0,0,0,1.09,0,98.91
2021-01-20T00:00:00.000Z,76919,2432853,26.16,143764,735294,7.91,0,0,0,0,0,0,0,0,1.9,0,98.1
2021-01-21T00:00:00.000Z,70000,2502853,26.91,164474,899768,9.68,0,0,0,0,0,0,0,0,2.88,0,97.12
2021-01-22T00:00:00.000Z,37928,2540781,27.32,71132,970900,10.44,0,0,0,0,0,0,0,0,3.39,0,96.61
2021-01-23T00:00:00.000Z,39965,2580746,27.75,53595,1024495,11.02,0,0,0,0,0,0,0,0,3.77,0,96.23
2021-01-24T00:00:00.000Z,69147,2649893,28.5,140706,1165201,12.53,0,0,0,0,0,0,0,0,4.96,0,95.04
2021-01-25T00:00:00.000Z,80943,2730836,29.37,139519,1304720,14.03,0,0,0,0,0,0,0,0,6.61,0,93.39
2021-01-26T00:00:00.000Z,78731,2809567,30.21,126444,1431164,15.39,0,0,0,0,0,0,0,0,8.45,0,91.55
2021-01-27T00:00:00.000Z,77980,2887547,31.05,125069,1556233,16.73,0,0,0,0,0,0,0,0,10.34,0,89.66
2021-01-28T00:00:00.000Z,79570,2967117,31.91,130630,1686863,18.14,0,0,0,0,0,0,0,0,12.43,0,87.57
2021-01-29T00:00:00.000Z,36704,3003821,32.3,64793,1751656,18.84,0,0,0,0,0,0,0,0,13.34,0,86.66
2021-01-30T00:00:00.000Z,34395,3038216,32.67,42767,1794423,19.3,0,0,0,0,0,0,0,0,14.02,0,85.98
2021-01-31T00:00:00.000Z,73330,3111546,33.46,59503,1853926,19.94,0,0,0,0,0,0,0,0,15.76,0,84.24
2021-02-01T00:00:00.000Z,82509,3194055,34.35,35356,1889282,20.32,0,0,0,0,0,0,0,0,17.48,0,82.52
2021-02-02T00:00:00.000Z,70104,3264159,35.1,31072,1920354,20.65,0,0,0,0,0,0,0,0,19.01,0,80.99
2021-02-03T00:00:00.000Z,60308,3324467,35.75,51443,1971797,21.2,0,0,0,0,0,0,0,0,20.47,0,79.53
2021-02-04T00:00:00.000Z,72637,3397104,36.53,58096,2029893,21.83,0,0,0,0,0,0,0,0,22,0,78
2021-02-05T00:00:00.000Z,33943,3431047,36.9,28806,2058699,22.14,0,0,0,0,0,0,0,0,22.75,0,77.25
2021-02-06T00:00:00.000Z,21621,3452668,37.13,22233,2080932,22.38,0,0,0,0,0,0,0,0,23.23,0,76.77
2021-02-07T00:00:00.000Z,54081,3506749,37.71,68740,2149672,23.12,0,0,0,0,0,0,0,0,23.99,0,76.01
2021-02-08T00:00:00.000Z,58640,3565389,38.34,65468,2215140,23.82,0,0,0,0,0,0,0,0,24.52,0,75.48
2021-02-09T00:00:00.000Z,66354,3631743,39.05,67578,2282718,24.55,0,0,0,0,0,0,0,0,25.04,0,74.96
2021-02-10T00:00:00.000Z,70570,3702313,39.81,72313,2355031,25.32,0,0,0,0,0,0,0,0,25.77,0,74.23
2021-02-11T00:00:00.000Z,81175,3783488,40.69,72108,2427139,26.1,0,0,0,0,0,0,0,0,26.61,0,73.39
2021-02-12T00:00:00.000Z,39107,3822595,41.11,37597,2464736,26.5,0,0,0,0,0,0,0,0,27.02,0,72.98
2021-02-13T00:00:00.000Z,27463,3850058,41.4,30440,2495176,26.83,0,0,0,0,0,0,0,0,27.33,0,72.67
2021-02-14T00:00:00.000Z,74915,3924973,42.21,69085,2564261,27.57,0,0,0,0,0,0,0,0,28.25,0,71.75
2021-02-15T00:00:00.000Z,81546,4006519,43.08,75719,2639980,28.39,0,0,0,0,0,0,0,0,29.17,0,70.83
2021-02-16T00:00:00.000Z,83420,4089939,43.98,78299,2718279,29.23,0,0,0,0,0,0,0,0,30.11,0,69.89
2021-02-17T00:00:00.000Z,61983,4151922,44.65,75644,2793923,30.04,0,0,0,0,0,0,0,0,31.01,0,68.99
2021-02-18T00:00:00.000Z,69157,4221079,45.39,79738,2873661,30.9,0,0,0,0,0,0,0,0,31.94,0,68.06
2021-02-19T00:00:00.000Z,39675,4260754,45.82,38162,2911823,31.31,0,0,0,0,0,0,0,0,32.45,0,67.55
2021-02-20T00:00:00.000Z,31650,4292404,46.16,28724,2940547,31.62,0,0,0,0,0,0,0,0,32.85,0,67.15
2021-02-21T00:00:00.000Z,79434,4371838,47.01,78444,3018991,32.46,0,0,0,0,0,0,0,0,33.8,0,66.2
2021-02-22T00:00:00.000Z,85058,4456896,47.93,80594,3099585,33.33,0,0,0,0,0,0,0,0,34.83,0,65.17
2021-02-23T00:00:00.000Z,77329,4534225,48.76,70486,3170071,34.09,0,0,0,0,0,0,0,0,35.84,0,64.16
2021-02-24T00:00:00.000Z,61066,4595291,49.42,63144,3233215,34.77,0,0,0,0,0,0,0,0,36.76,0,63.24
2021-02-25T00:00:00.000Z,51727,4647018,49.97,64806,3298021,35.47,0,0,0,0,0,0,0,0,37.66,0,62.34
2021-02-26T00:00:00.000Z,25912,4672930,50.25,32043,3330064,35.81,0,0,0,0,0,0,0,0,38.1,0,61.9
2021-02-27T00:00:00.000Z,18352,4691282,50.45,21196,3351260,36.04,0,0,0,0,0,0,0,0,38.42,0,61.58
2021-02-28T00:00:00.000Z,40364,4731646,50.88,55874,3407134,36.64,0,0,0,0,0,0,0,0,39.24,0,60.76
2021-03-01T00:00:00.000Z,45750,4777396,51.37,61442,3468576,37.3,0,0,0,0,0,0,0,0,40.1,0,59.9
2021-03-02T00:00:00.000Z,41201,4818597,51.82,64798,3533374,38,0,0,0,0,0,0,0,0,40.85,0,59.15
2021-03-03T00:00:00.000Z,42035,4860632,52.27,66792,3600166,38.71,0,0,0,0,0,0,0,0,41.55,0,58.45
2021-03-04T00:00:00.000Z,39718,4900350,52.7,79125,3679291,39.57,0,0,0,0,0,0,0,0,42.24,0,57.76
2021-03-05T00:00:00.000Z,17370,4917720,52.88,40468,3719759,40,0,0,0,0,0,0,0,0,42.57,0,57.43
2021-03-06T00:00:00.000Z,10722,4928442,53,25347,3745106,40.27,0,0,0,0,0,0,0,0,42.78,0,57.22
2021-03-07T00:00:00.000Z,31156,4959598,53.33,72845,3817951,41.06,0,0,0,0,0,0,0,0,43.36,0,56.64
2021-03-08T00:00:00.000Z,27387,4986985,53.63,73294,3891245,41.84,0,0,0,0,0,0,0,0,43.97,0,56.03
2021-03-09T00:00:00.000Z,26757,5013742,53.92,76603,3967848,42.67,0,0,0,0,0,0,0,0,44.62,0,55.38
2021-03-10T00:00:00.000Z,23371,5037113,54.17,58684,4026532,43.3,0,0,0,0,0,0,0,0,45.27,0,54.73
2021-03-11T00:00:00.000Z,23305,5060418,54.42,69096,4095628,44.04,0,0,0,0,0,0,0,0,45.99,0,54.01
2021-03-12T00:00:00.000Z,11296,5071714,54.54,41415,4137043,44.49,0,0,0,0,0,0,0,0,46.34,0,53.66
2021-03-13T00:00:00.000Z,7952,5079666,54.62,25239,4162282,44.76,0,0,0,0,0,0,0,0,46.57,0,53.43
2021-03-14T00:00:00.000Z,20988,5100654,54.85,73936,4236218,45.55,0,0,0,0,0,0,0,0,47.2,0,52.8
