date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,1896,0.005274261603375527,5632,-454,0,0,0,0,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1896,0.005274261603375527,7857,-452,0,0,0,0,0
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,1896,0.006329113924050633,7012,-454,0,0,0,0,0
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,1896,0.006856540084388186,7012,-454,0,0,0,0,1
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,1896,0.008438818565400843,5177,-453,0,1,0,0,2
2020-03-07T00:00:00.000Z,3,21,21,3,0,18,2,0,1896,0.01107594936708861,4861,-454,0,2,0,0,3
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,1896,0.01424050632911392,7330,-452,0,4,0,0,5
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,1896,0.02162447257383966,6205,-462,0,4,0,0,5
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,1896,0.03217299578059072,6021,-449,0,5,0,0,6
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,1896,0.04430379746835443,5981,-452,0,6,0,0,7
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,1896,0.05643459915611814,5983,-452,0,6,0,0,7
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,1896,0.0669831223628692,4121,-439,0,6,0,0,7
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,1896,0.08808016877637131,3692,-449,0,6,0,0,8
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,1896,0.1086497890295359,5489,-449,0,8,0,0,11
2020-03-16T00:00:00.000Z,25,226,220,11,6,209,7,0,1896,0.1191983122362869,4757,-392,0,9,0,0,13
2020-03-17T00:00:00.000Z,46,261,261,12,7,242,7,0,1896,0.1376582278481013,4331,-343,0,9,0,0,14
2020-03-18T00:00:00.000Z,54,313,275,16,12,285,7,0,1896,0.165084388185654,3920,-245,0,9,0,0,18
2020-03-19T00:00:00.000Z,31,302,270,21,12,269,12,0,1896,0.1592827004219409,4053,-114,0,14,0,0,23
2020-03-20T00:00:00.000Z,30,294,256,23,15,256,12,1,1896,0.1550632911392405,3207,63,0,14,1,0,26
2020-03-21T00:00:00.000Z,34,285,282,27,22,236,15,0,1896,0.1503164556962025,2905,243,0,17,1,0,30
2020-03-22T00:00:00.000Z,54,334,315,38,33,263,22,0,1896,0.1761603375527426,4523,455,0,24,1,0,41
2020-03-23T00:00:00.000Z,58,364,331,44,37,283,24,0,1896,0.1919831223628692,4053,779,0,28,1,0,48
2020-03-24T00:00:00.000Z,81,408,354,48,49,311,26,3,1896,0.2151898734177215,3963,1167,0,30,4,0,55
2020-03-25T00:00:00.000Z,81,428,411,52,54,322,28,1,1896,0.2257383966244726,3666,1521,0,33,5,0,60
2020-03-26T00:00:00.000Z,81,484,430,56,67,361,31,5,1896,0.2552742616033755,3925,2000,0,39,10,0,69
2020-03-27T00:00:00.000Z,109,531,482,66,71,394,37,2,1896,0.2800632911392405,3267,2366,0,46,12,0,82
2020-03-28T00:00:00.000Z,52,527,496,70,82,375,41,1,1896,0.2779535864978903,2834,2809,0,51,13,0,87
2020-03-29T00:00:00.000Z,69,556,529,80,89,387,50,3,1896,0.2932489451476794,4289,3271,0,62,16,0,101
2020-03-30T00:00:00.000Z,122,633,584,89,105,439,54,1,1896,0.3338607594936709,3886,3719,0,69,17,0,113
2020-03-31T00:00:00.000Z,110,683,640,98,117,468,64,4,1896,0.3602320675105485,4005,4328,0,81,21,0,128
2020-04-01T00:00:00.000Z,147,772,730,111,143,518,72,8,1896,0.4071729957805907,4088,4170,689,95,29,0,148
2020-04-02T00:00:00.000Z,115,815,730,113,145,557,79,9,1896,0.4298523206751055,4284,4759,720,106,38,0,160
2020-04-03T00:00:00.000Z,97,813,724,131,159,523,93,5,1896,0.4287974683544304,3494,5266,717,126,43,0,182
2020-04-04T00:00:00.000Z,73,788,750,140,170,478,107,6,1896,0.4156118143459915,3155,5604,718,143,49,0,197
2020-04-05T00:00:00.000Z,99,824,738,135,193,496,107,7,1896,0.4345991561181435,4495,6104,693,150,56,0,203
2020-04-06T00:00:00.000Z,93,807,693,147,208,452,110,8,1896,0.4256329113924051,4088,6382,796,164,64,0,223
2020-04-07T00:00:00.000Z,73,748,653,160,204,384,106,7,1896,0.3945147679324895,4313,6612,819,171,71,1,241
2020-04-08T00:00:00.000Z,57,692,614,166,196,330,115,9,1896,0.3649789029535865,3511,6789,859,178,80,0,259
2020-04-09T00:00:00.000Z,65,667,633,166,189,312,117,9,1896,0.3517932489451477,3363,6888,944,185,89,0,275
2020-04-10T00:00:00.000Z,54,672,598,170,173,329,128,8,1896,0.3544303797468354,4086,7014,1002,196,97,0,285
2020-04-11T00:00:00.000Z,40,625,593,182,163,280,130,6,1896,0.3296413502109705,3172,7122,1061,205,103,0,309
2020-04-12T00:00:00.000Z,90,668,619,177,175,316,130,7,1896,0.3523206751054853,4965,7263,1074,212,110,0,327
2020-04-13T00:00:00.000Z,91,694,628,192,169,333,137,8,1896,0.3660337552742616,4653,7240,1181,224,118,0,353
2020-04-14T00:00:00.000Z,70,682,634,178,173,331,134,8,1896,0.359704641350211,4376,7208,1229,228,126,0,360
2020-04-15T00:00:00.000Z,69,689,663,179,175,335,132,13,1896,0.3633966244725738,3492,7144,1238,241,139,0,381
2020-04-16T00:00:00.000Z,51,700,638,181,162,357,137,7,1896,0.3691983122362869,5388,6967,1366,251,146,0,393
2020-04-17T00:00:00.000Z,48,665,611,165,163,337,124,9,1896,0.3507383966244726,4188,6932,1348,254,155,0,402
2020-04-18T00:00:00.000Z,41,635,609,174,141,320,118,11,1896,0.334915611814346,3825,6506,1661,260,166,0,418
2020-04-19T00:00:00.000Z,40,622,572,157,148,317,118,8,1896,0.3280590717299578,5788,6423,1707,267,174,0,426
2020-04-20T00:00:00.000Z,49,598,545,154,135,309,123,6,1896,0.3154008438818565,5097,6180,1723,276,180,0,431
2020-04-21T00:00:00.000Z,27,547,509,145,146,256,119,9,1896,0.2885021097046414,4921,6017,1738,279,189,0,437
2020-04-22T00:00:00.000Z,36,523,487,149,122,252,110,3,1896,0.2758438818565401,4822,5897,1739,279,192,0,445
2020-04-23T00:00:00.000Z,32,494,445,146,106,242,114,4,1896,0.260548523206751,5353,5935,1605,283,196,0,450
2020-04-24T00:00:00.000Z,26,466,440,144,109,213,108,3,1896,0.2457805907172996,4411,5540,1751,287,199,0,457
2020-04-25T00:00:00.000Z,8,439,425,136,105,198,107,3,1896,0.2315400843881857,3643,5306,1762,288,202,0,460
2020-04-26T00:00:00.000Z,32,435,407,142,91,202,111,2,1896,0.2294303797468354,5757,5155,1737,292,204,0,467
2020-04-27T00:00:00.000Z,21,411,377,132,89,190,101,4,1896,0.2167721518987342,5298,4692,1775,293,208,0,469
2020-04-28T00:00:00.000Z,27,389,364,127,85,177,100,5,1896,0.205168776371308,4854,4429,1726,296,213,0,473
2020-04-29T00:00:00.000Z,23,381,366,122,86,173,96,6,1896,0.2009493670886076,4207,4089,1726,296,219,0,478
2020-04-30T00:00:00.000Z,19,375,342,112,87,176,90,6,1896,0.1977848101265823,5673,3839,1721,296,225,0,481
2020-05-01T00:00:00.000Z,20,343,324,109,81,153,89,4,1896,0.1809071729957806,4551,3307,1746,299,229,0,485
2020-05-02T00:00:00.000Z,14,335,328,111,66,158,90,3,1896,0.1766877637130802,3973,3268,1610,300,232,0,487
2020-05-03T00:00:00.000Z,14,324,298,101,71,152,84,3,1896,0.1708860759493671,5982,3164,1591,300,235,0,487
2020-05-04T00:00:00.000Z,18,306,274,97,71,138,78,3,1896,0.1613924050632911,5531,2927,1545,300,238,0,488
2020-05-05T00:00:00.000Z,9,269,255,91,61,117,72,2,1896,0.1418776371308017,5408,2698,1488,300,240,0,488
2020-05-06T00:00:00.000Z,15,265,246,88,61,116,70,1,1896,0.1397679324894515,5362,2579,1439,300,241,0,489
2020-05-07T00:00:00.000Z,13,252,241,84,59,109,70,1,1896,0.1329113924050633,5634,2360,1423,302,242,0,490
2020-05-08T00:00:00.000Z,13,241,237,78,53,110,64,6,1896,0.1271097046413502,4819,2175,1365,303,248,0,492
2020-05-09T00:00:00.000Z,10,245,242,78,50,117,64,2,1896,0.1292194092827004,3270,2286,1204,304,250,0,493
2020-05-10T00:00:00.000Z,14,243,226,74,51,118,66,5,1896,0.1281645569620253,6334,2092,1202,308,255,0,496
2020-05-11T00:00:00.000Z,9,227,211,69,54,104,60,5,1896,0.1197257383966245,5506,1773,1208,309,260,0,499
2020-05-12T00:00:00.000Z,10,217,200,65,52,100,56,3,1896,0.114451476793249,5597,1781,1054,310,263,0,501
2020-05-13T00:00:00.000Z,10,201,198,61,48,92,53,3,1896,0.1060126582278481,5581,1702,968,312,266,0,503
2020-05-14T00:00:00.000Z,6,196,187,61,43,92,52,2,1896,0.1033755274261603,5986,1524,917,313,268,0,504
2020-05-15T00:00:00.000Z,1,187,183,61,43,83,52,0,1896,0.09862869198312237,5174,1448,814,313,268,0,504
2020-05-16T00:00:00.000Z,4,181,181,60,40,81,51,3,1896,0.09546413502109705,4525,1441,780,313,271,0,504
2020-05-17T00:00:00.000Z,10,184,172,55,38,91,45,4,1896,0.0970464135021097,6784,1313,756,314,275,0,506
2020-05-18T00:00:00.000Z,3,170,159,52,42,76,43,3,1896,0.08966244725738397,6222,1118,725,315,278,0,507
2020-05-19T00:00:00.000Z,7,164,158,51,43,70,40,2,1896,0.08649789029535865,6324,1106,603,315,280,0,509
2020-05-20T00:00:00.000Z,4,157,144,46,40,71,41,1,1896,0.08280590717299578,6272,1044,570,315,281,0,509
2020-05-21T00:00:00.000Z,8,149,139,47,31,71,37,0,1896,0.07858649789029536,6558,911,514,315,281,0,509
2020-05-22T00:00:00.000Z,5,141,138,46,32,63,37,0,1896,0.07436708860759493,5410,854,455,315,281,0,509
2020-05-23T00:00:00.000Z,3,141,140,46,33,62,37,0,1896,0.07436708860759493,4774,877,400,315,281,0,509
