section,female,male,period,order_period
0-9,"{'amount': 40, 'percentage': 0.2}","{'amount': 56, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 2, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.7}","{'amount': 8, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 19, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 32, 'percentage': 0.2}","{'amount': 43, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 5, 'percentage': 0.5}","{'amount': 7, 'percentage': 0.7}",3 חודשים,4
10-19,"{'amount': 41, 'percentage': 0.3}","{'amount': 31, 'percentage': 0.2}",שנה,2
10-19,"{'amount': 3, 'percentage': 1}","{'amount': 2, 'percentage': 0.7}",חודש אחרון,5
10-19,"{'amount': 57, 'percentage': 0.3}","{'amount': 49, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 19, 'percentage': 0.3}","{'amount': 20, 'percentage': 0.4}",6 חודשים,3
20-29,"{'amount': 6, 'percentage': 2}","{'amount': 2, 'percentage': 0.7}",חודש אחרון,5
20-29,"{'amount': 72, 'percentage': 1.3}","{'amount': 48, 'percentage': 0.9}",6 חודשים,3
20-29,"{'amount': 21, 'percentage': 2.1}","{'amount': 11, 'percentage': 1.1}",3 חודשים,4
20-29,"{'amount': 234, 'percentage': 1}","{'amount': 182, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 169, 'percentage': 1.3}","{'amount': 131, 'percentage': 1}",שנה,2
30-39,"{'amount': 6, 'percentage': 2}","{'amount': 6, 'percentage': 2}",חודש אחרון,5
30-39,"{'amount': 29, 'percentage': 2.8}","{'amount': 27, 'percentage': 2.6}",3 חודשים,4
30-39,"{'amount': 154, 'percentage': 2.7}","{'amount': 163, 'percentage': 2.9}",6 חודשים,3
30-39,"{'amount': 365, 'percentage': 2.7}","{'amount': 368, 'percentage': 2.8}",שנה,2
30-39,"{'amount': 500, 'percentage': 2.2}","{'amount': 543, 'percentage': 2.4}",מתחילת קורונה,1
40-49,"{'amount': 573, 'percentage': 4.3}","{'amount': 809, 'percentage': 6.1}",שנה,2
40-49,"{'amount': 244, 'percentage': 4.3}","{'amount': 337, 'percentage': 6}",6 חודשים,3
40-49,"{'amount': 43, 'percentage': 4.2}","{'amount': 62, 'percentage': 6.1}",3 חודשים,4
40-49,"{'amount': 9, 'percentage': 3.1}","{'amount': 20, 'percentage': 6.8}",חודש אחרון,5
40-49,"{'amount': 823, 'percentage': 3.7}","{'amount': 1228, 'percentage': 5.4}",מתחילת קורונה,1
50-59,"{'amount': 1336, 'percentage': 5.9}","{'amount': 1936, 'percentage': 8.6}",מתחילת קורונה,1
50-59,"{'amount': 20, 'percentage': 6.8}","{'amount': 17, 'percentage': 5.8}",חודש אחרון,5
50-59,"{'amount': 74, 'percentage': 7.2}","{'amount': 84, 'percentage': 8.2}",3 חודשים,4
50-59,"{'amount': 340, 'percentage': 6}","{'amount': 441, 'percentage': 7.8}",6 חודשים,3
50-59,"{'amount': 831, 'percentage': 6.2}","{'amount': 1152, 'percentage': 8.7}",שנה,2
60-69,"{'amount': 1793, 'percentage': 8}","{'amount': 2727, 'percentage': 12.1}",מתחילת קורונה,1
60-69,"{'amount': 92, 'percentage': 9}","{'amount': 119, 'percentage': 11.6}",3 חודשים,4
60-69,"{'amount': 455, 'percentage': 8.1}","{'amount': 612, 'percentage': 10.8}",6 חודשים,3
60-69,"{'amount': 1079, 'percentage': 8.1}","{'amount': 1419, 'percentage': 10.7}",שנה,2
60-69,"{'amount': 22, 'percentage': 7.5}","{'amount': 28, 'percentage': 9.5}",חודש אחרון,5
70-79,"{'amount': 1260, 'percentage': 9.5}","{'amount': 1493, 'percentage': 11.2}",שנה,2
70-79,"{'amount': 537, 'percentage': 9.5}","{'amount': 642, 'percentage': 11.4}",6 חודשים,3
70-79,"{'amount': 103, 'percentage': 10.1}","{'amount': 95, 'percentage': 9.3}",3 חודשים,4
70-79,"{'amount': 31, 'percentage': 10.5}","{'amount': 32, 'percentage': 10.8}",חודש אחרון,5
70-79,"{'amount': 2110, 'percentage': 9.4}","{'amount': 2880, 'percentage': 12.8}",מתחילת קורונה,1
80-89,"{'amount': 31, 'percentage': 10.5}","{'amount': 34, 'percentage': 11.5}",חודש אחרון,5
80-89,"{'amount': 83, 'percentage': 8.1}","{'amount': 84, 'percentage': 8.2}",3 חודשים,4
80-89,"{'amount': 549, 'percentage': 9.7}","{'amount': 550, 'percentage': 9.7}",6 חודשים,3
80-89,"{'amount': 1313, 'percentage': 9.9}","{'amount': 1213, 'percentage': 9.1}",שנה,2
80-89,"{'amount': 2190, 'percentage': 9.7}","{'amount': 2140, 'percentage': 9.5}",מתחילת קורונה,1
90+,"{'amount': 598, 'percentage': 4.5}","{'amount': 388, 'percentage': 2.9}",שנה,2
90+,"{'amount': 275, 'percentage': 4.9}","{'amount': 142, 'percentage': 2.5}",6 חודשים,3
90+,"{'amount': 46, 'percentage': 4.5}","{'amount': 23, 'percentage': 2.2}",3 חודשים,4
90+,"{'amount': 14, 'percentage': 4.7}","{'amount': 8, 'percentage': 2.7}",חודש אחרון,5
90+,"{'amount': 1050, 'percentage': 4.7}","{'amount': 666, 'percentage': 3}",מתחילת קורונה,1
