amount,date,recovered
0,2020-02-12T00:00:00.000Z,0
0,2020-02-13T00:00:00.000Z,0
0,2020-02-14T00:00:00.000Z,0
0,2020-02-15T00:00:00.000Z,0
0,2020-02-16T00:00:00.000Z,0
0,2020-02-17T00:00:00.000Z,0
0,2020-02-18T00:00:00.000Z,0
0,2020-02-19T00:00:00.000Z,0
0,2020-02-20T00:00:00.000Z,0
1,2020-02-21T00:00:00.000Z,0
0,2020-02-22T00:00:00.000Z,0
0,2020-02-23T00:00:00.000Z,0
1,2020-02-24T00:00:00.000Z,0
0,2020-02-25T00:00:00.000Z,0
0,2020-02-26T00:00:00.000Z,0
1,2020-02-27T00:00:00.000Z,0
3,2020-02-28T00:00:00.000Z,0
0,2020-02-29T00:00:00.000Z,0
1,2020-03-01T00:00:00.000Z,0
5,2020-03-02T00:00:00.000Z,0
3,2020-03-03T00:00:00.000Z,1
0,2020-03-04T00:00:00.000Z,1
2,2020-03-05T00:00:00.000Z,0
4,2020-03-06T00:00:00.000Z,0
4,2020-03-07T00:00:00.000Z,0
9,2020-03-08T00:00:00.000Z,1
4,2020-03-09T00:00:00.000Z,0
33,2020-03-10T00:00:00.000Z,0
20,2020-03-11T00:00:00.000Z,0
21,2020-03-12T00:00:00.000Z,0
36,2020-03-13T00:00:00.000Z,1
29,2020-03-14T00:00:00.000Z,0
38,2020-03-15T00:00:00.000Z,0
73,2020-03-16T00:00:00.000Z,0
94,2020-03-17T00:00:00.000Z,4
118,2020-03-18T00:00:00.000Z,5
136,2020-03-19T00:00:00.000Z,10
168,2020-03-20T00:00:00.000Z,5
210,2020-03-21T00:00:00.000Z,4
254,2020-03-22T00:00:00.000Z,8
352,2020-03-23T00:00:00.000Z,13
423,2020-03-24T00:00:00.000Z,9
425,2020-03-25T00:00:00.000Z,12
520,2020-03-26T00:00:00.000Z,18
434,2020-03-27T00:00:00.000Z,11
480,2020-03-28T00:00:00.000Z,23
532,2020-03-29T00:00:00.000Z,35
546,2020-03-30T00:00:00.000Z,37
738,2020-03-31T00:00:00.000Z,68
709,2020-04-01T00:00:00.000Z,292
719,2020-04-02T00:00:00.000Z,96
597,2020-04-03T00:00:00.000Z,94
427,2020-04-04T00:00:00.000Z,59
583,2020-04-05T00:00:00.000Z,106
451,2020-04-06T00:00:00.000Z,107
378,2020-04-07T00:00:00.000Z,143
338,2020-04-08T00:00:00.000Z,155
343,2020-04-09T00:00:00.000Z,118
359,2020-04-10T00:00:00.000Z,205
345,2020-04-11T00:00:00.000Z,178
554,2020-04-12T00:00:00.000Z,370
438,2020-04-13T00:00:00.000Z,329
399,2020-04-14T00:00:00.000Z,382
311,2020-04-15T00:00:00.000Z,310
296,2020-04-16T00:00:00.000Z,370
298,2020-04-17T00:00:00.000Z,387
291,2020-04-18T00:00:00.000Z,388
277,2020-04-19T00:00:00.000Z,318
299,2020-04-20T00:00:00.000Z,543
283,2020-04-21T00:00:00.000Z,470
226,2020-04-22T00:00:00.000Z,370
276,2020-04-23T00:00:00.000Z,386
248,2020-04-24T00:00:00.000Z,512
159,2020-04-25T00:00:00.000Z,429
83,2020-04-26T00:00:00.000Z,242
127,2020-04-27T00:00:00.000Z,557
160,2020-04-28T00:00:00.000Z,494
82,2020-04-29T00:00:00.000Z,437
142,2020-04-30T00:00:00.000Z,411
117,2020-05-01T00:00:00.000Z,642
57,2020-05-02T00:00:00.000Z,259
27,2020-05-03T00:00:00.000Z,159
53,2020-05-04T00:00:00.000Z,358
32,2020-05-05T00:00:00.000Z,350
65,2020-05-06T00:00:00.000Z,208
61,2020-05-07T00:00:00.000Z,267
33,2020-05-08T00:00:00.000Z,295
19,2020-05-09T00:00:00.000Z,104
29,2020-05-10T00:00:00.000Z,124
39,2020-05-11T00:00:00.000Z,429
23,2020-05-12T00:00:00.000Z,198
37,2020-05-13T00:00:00.000Z,183
24,2020-05-14T00:00:00.000Z,240
12,2020-05-15T00:00:00.000Z,227
5,2020-05-16T00:00:00.000Z,65
15,2020-05-17T00:00:00.000Z,138
27,2020-05-18T00:00:00.000Z,283
22,2020-05-19T00:00:00.000Z,181
15,2020-05-20T00:00:00.000Z,124
16,2020-05-21T00:00:00.000Z,209
20,2020-05-22T00:00:00.000Z,164
4,2020-05-23T00:00:00.000Z,34
13,2020-05-24T00:00:00.000Z,108
22,2020-05-25T00:00:00.000Z,176
50,2020-05-26T00:00:00.000Z,93
40,2020-05-27T00:00:00.000Z,98
77,2020-05-28T00:00:00.000Z,137
113,2020-05-29T00:00:00.000Z,40
29,2020-05-30T00:00:00.000Z,29
87,2020-05-31T00:00:00.000Z,59
100,2020-06-01T00:00:00.000Z,105
121,2020-06-02T00:00:00.000Z,46
97,2020-06-03T00:00:00.000Z,33
141,2020-06-04T00:00:00.000Z,58
124,2020-06-05T00:00:00.000Z,36
78,2020-06-06T00:00:00.000Z,38
140,2020-06-07T00:00:00.000Z,51
179,2020-06-08T00:00:00.000Z,37
172,2020-06-09T00:00:00.000Z,44
239,2020-06-10T00:00:00.000Z,71
191,2020-06-11T00:00:00.000Z,74
183,2020-06-12T00:00:00.000Z,69
150,2020-06-13T00:00:00.000Z,54
136,2020-06-14T00:00:00.000Z,38
198,2020-06-15T00:00:00.000Z,69
298,2020-06-16T00:00:00.000Z,38
270,2020-06-17T00:00:00.000Z,50
302,2020-06-18T00:00:00.000Z,75
308,2020-06-19T00:00:00.000Z,68
157,2020-06-20T00:00:00.000Z,59
172,2020-06-21T00:00:00.000Z,45
346,2020-06-22T00:00:00.000Z,88
448,2020-06-23T00:00:00.000Z,110
485,2020-06-24T00:00:00.000Z,56
513,2020-06-25T00:00:00.000Z,124
464,2020-06-26T00:00:00.000Z,125
401,2020-06-27T00:00:00.000Z,85
381,2020-06-28T00:00:00.000Z,110
752,2020-06-29T00:00:00.000Z,191
780,2020-06-30T00:00:00.000Z,121
968,2020-07-01T00:00:00.000Z,113
1144,2020-07-02T00:00:00.000Z,138
946,2020-07-03T00:00:00.000Z,138
821,2020-07-04T00:00:00.000Z,130
839,2020-07-05T00:00:00.000Z,156
1138,2020-07-06T00:00:00.000Z,151
1385,2020-07-07T00:00:00.000Z,163
1323,2020-07-08T00:00:00.000Z,140
1522,2020-07-09T00:00:00.000Z,207
1412,2020-07-10T00:00:00.000Z,213
1162,2020-07-11T00:00:00.000Z,208
1246,2020-07-12T00:00:00.000Z,297
1714,2020-07-13T00:00:00.000Z,340
1602,2020-07-14T00:00:00.000Z,310
1878,2020-07-15T00:00:00.000Z,381
1931,2020-07-16T00:00:00.000Z,489
1602,2020-07-17T00:00:00.000Z,501
1442,2020-07-18T00:00:00.000Z,529
1016,2020-07-19T00:00:00.000Z,437
1895,2020-07-20T00:00:00.000Z,623
2002,2020-07-21T00:00:00.000Z,639
2042,2020-07-22T00:00:00.000Z,3719
1986,2020-07-23T00:00:00.000Z,7214
1832,2020-07-24T00:00:00.000Z,1900
1113,2020-07-25T00:00:00.000Z,673
1043,2020-07-26T00:00:00.000Z,2979
2055,2020-07-27T00:00:00.000Z,1974
2129,2020-07-28T00:00:00.000Z,1751
1962,2020-07-29T00:00:00.000Z,1519
1790,2020-07-30T00:00:00.000Z,1831
1355,2020-07-31T00:00:00.000Z,1397
628,2020-08-01T00:00:00.000Z,574
713,2020-08-02T00:00:00.000Z,2675
1804,2020-08-03T00:00:00.000Z,1945
1725,2020-08-04T00:00:00.000Z,1823
1691,2020-08-05T00:00:00.000Z,1612
1677,2020-08-06T00:00:00.000Z,1938
1752,2020-08-07T00:00:00.000Z,1363
762,2020-08-08T00:00:00.000Z,653
924,2020-08-09T00:00:00.000Z,2409
1695,2020-08-10T00:00:00.000Z,1387
1818,2020-08-11T00:00:00.000Z,1010
1621,2020-08-12T00:00:00.000Z,1159
1643,2020-08-13T00:00:00.000Z,1344
1393,2020-08-14T00:00:00.000Z,1042
775,2020-08-15T00:00:00.000Z,597
1046,2020-08-16T00:00:00.000Z,2188
1655,2020-08-17T00:00:00.000Z,1229
1648,2020-08-18T00:00:00.000Z,1308
1645,2020-08-19T00:00:00.000Z,1517
1497,2020-08-20T00:00:00.000Z,1399
1487,2020-08-21T00:00:00.000Z,1599
719,2020-08-22T00:00:00.000Z,689
968,2020-08-23T00:00:00.000Z,2153
1897,2020-08-24T00:00:00.000Z,1343
1960,2020-08-25T00:00:00.000Z,2590
1949,2020-08-26T00:00:00.000Z,2433
2069,2020-08-27T00:00:00.000Z,1512
1834,2020-08-28T00:00:00.000Z,1916
906,2020-08-29T00:00:00.000Z,728
1113,2020-08-30T00:00:00.000Z,2331
2197,2020-08-31T00:00:00.000Z,1288
2248,2020-09-01T00:00:00.000Z,1097
3172,2020-09-02T00:00:00.000Z,1522
2688,2020-09-03T00:00:00.000Z,1855
2618,2020-09-04T00:00:00.000Z,1261
1496,2020-09-05T00:00:00.000Z,810
2187,2020-09-06T00:00:00.000Z,2380
3404,2020-09-07T00:00:00.000Z,1509
3578,2020-09-08T00:00:00.000Z,1173
2775,2020-09-09T00:00:00.000Z,60
